CP015625.1,BaApis_BBC0122.fna
LZGT01000077.1,GiApicola_App65.fna
LZGT01000078.1,GiApicola_App65.fna
LZGT01000079.1,GiApicola_App65.fna
LZGT01000080.1,GiApicola_App65.fna
LZGT01000081.1,GiApicola_App65.fna
LZGT01000082.1,GiApicola_App65.fna
LZGT01000083.1,GiApicola_App65.fna
LZGT01000084.1,GiApicola_App65.fna
LZGT01000085.1,GiApicola_App65.fna
LZGT01000086.1,GiApicola_App65.fna
LZGT01000087.1,GiApicola_App65.fna
LZGT01000088.1,GiApicola_App65.fna
LZGT01000089.1,GiApicola_App65.fna
LZGT01000090.1,GiApicola_App65.fna
LZGT01000091.1,GiApicola_App65.fna
LZGT01000092.1,GiApicola_App65.fna
LZGT01000093.1,GiApicola_App65.fna
LZGT01000094.1,GiApicola_App65.fna
LZGT01000095.1,GiApicola_App65.fna
LZGT01000096.1,GiApicola_App65.fna
LZGT01000097.1,GiApicola_App65.fna
LZGT01000098.1,GiApicola_App65.fna
LZGT01000099.1,GiApicola_App65.fna
LZGT01000100.1,GiApicola_App65.fna
LZGT01000101.1,GiApicola_App65.fna
LZGT01000102.1,GiApicola_App65.fna
LZGT01000103.1,GiApicola_App65.fna
LZGT01000104.1,GiApicola_App65.fna
LZGT01000105.1,GiApicola_App65.fna
LZGT01000106.1,GiApicola_App65.fna
MZNI01000001.1,GiApicola_Aw17.fna
MZNI01000010.1,GiApicola_Aw17.fna
MZNI01000100.1,GiApicola_Aw17.fna
MZNI01000101.1,GiApicola_Aw17.fna
MZNI01000102.1,GiApicola_Aw17.fna
MZNI01000103.1,GiApicola_Aw17.fna
MZNI01000104.1,GiApicola_Aw17.fna
MZNI01000105.1,GiApicola_Aw17.fna
MZNI01000106.1,GiApicola_Aw17.fna
MZNI01000107.1,GiApicola_Aw17.fna
MZNI01000108.1,GiApicola_Aw17.fna
MZNI01000109.1,GiApicola_Aw17.fna
MZNI01000011.1,GiApicola_Aw17.fna
MZNI01000110.1,GiApicola_Aw17.fna
MZNI01000111.1,GiApicola_Aw17.fna
MZNI01000112.1,GiApicola_Aw17.fna
MZNI01000113.1,GiApicola_Aw17.fna
MZNI01000114.1,GiApicola_Aw17.fna
MZNI01000115.1,GiApicola_Aw17.fna
MZNI01000116.1,GiApicola_Aw17.fna
MZNI01000117.1,GiApicola_Aw17.fna
MZNI01000118.1,GiApicola_Aw17.fna
MZNI01000119.1,GiApicola_Aw17.fna
MZNI01000012.1,GiApicola_Aw17.fna
MZNI01000120.1,GiApicola_Aw17.fna
MZNI01000121.1,GiApicola_Aw17.fna
MZNI01000122.1,GiApicola_Aw17.fna
MZNI01000123.1,GiApicola_Aw17.fna
MZNI01000124.1,GiApicola_Aw17.fna
MZNI01000125.1,GiApicola_Aw17.fna
MZNI01000126.1,GiApicola_Aw17.fna
MZNI01000013.1,GiApicola_Aw17.fna
MZNI01000127.1,GiApicola_Aw17.fna
MZNI01000128.1,GiApicola_Aw17.fna
MZNI01000129.1,GiApicola_Aw17.fna
MZNI01000130.1,GiApicola_Aw17.fna
MZNI01000014.1,GiApicola_Aw17.fna
MZNI01000015.1,GiApicola_Aw17.fna
MZNI01000016.1,GiApicola_Aw17.fna
MZNI01000017.1,GiApicola_Aw17.fna
MZNI01000018.1,GiApicola_Aw17.fna
MZNI01000019.1,GiApicola_Aw17.fna
MZNI01000002.1,GiApicola_Aw17.fna
MZNI01000020.1,GiApicola_Aw17.fna
MZNI01000021.1,GiApicola_Aw17.fna
MZNI01000022.1,GiApicola_Aw17.fna
MZNI01000023.1,GiApicola_Aw17.fna
MZNI01000024.1,GiApicola_Aw17.fna
MZNI01000025.1,GiApicola_Aw17.fna
MZNI01000026.1,GiApicola_Aw17.fna
MZNI01000027.1,GiApicola_Aw17.fna
MZNI01000028.1,GiApicola_Aw17.fna
MZNI01000029.1,GiApicola_Aw17.fna
MZNI01000003.1,GiApicola_Aw17.fna
MZNI01000030.1,GiApicola_Aw17.fna
MZNI01000031.1,GiApicola_Aw17.fna
MZNI01000032.1,GiApicola_Aw17.fna
MZNI01000033.1,GiApicola_Aw17.fna
MZNI01000034.1,GiApicola_Aw17.fna
MZNI01000035.1,GiApicola_Aw17.fna
MZNI01000036.1,GiApicola_Aw17.fna
MZNI01000037.1,GiApicola_Aw17.fna
MZNI01000038.1,GiApicola_Aw17.fna
MZNI01000039.1,GiApicola_Aw17.fna
MZNI01000004.1,GiApicola_Aw17.fna
MZNI01000040.1,GiApicola_Aw17.fna
MZNI01000041.1,GiApicola_Aw17.fna
MZNI01000042.1,GiApicola_Aw17.fna
MZNI01000043.1,GiApicola_Aw17.fna
MZNI01000044.1,GiApicola_Aw17.fna
MZNI01000045.1,GiApicola_Aw17.fna
MZNI01000046.1,GiApicola_Aw17.fna
MZNI01000047.1,GiApicola_Aw17.fna
MZNI01000048.1,GiApicola_Aw17.fna
MZNI01000049.1,GiApicola_Aw17.fna
MZNI01000005.1,GiApicola_Aw17.fna
MZNI01000050.1,GiApicola_Aw17.fna
MZNI01000051.1,GiApicola_Aw17.fna
MZNI01000052.1,GiApicola_Aw17.fna
MZNI01000053.1,GiApicola_Aw17.fna
MZNI01000054.1,GiApicola_Aw17.fna
MZNI01000055.1,GiApicola_Aw17.fna
MZNI01000056.1,GiApicola_Aw17.fna
MZNI01000057.1,GiApicola_Aw17.fna
MZNI01000058.1,GiApicola_Aw17.fna
MZNI01000059.1,GiApicola_Aw17.fna
MZNI01000006.1,GiApicola_Aw17.fna
MZNI01000060.1,GiApicola_Aw17.fna
MZNI01000061.1,GiApicola_Aw17.fna
MZNI01000062.1,GiApicola_Aw17.fna
MZNI01000063.1,GiApicola_Aw17.fna
MZNI01000064.1,GiApicola_Aw17.fna
MZNI01000065.1,GiApicola_Aw17.fna
MZNI01000066.1,GiApicola_Aw17.fna
MZNI01000067.1,GiApicola_Aw17.fna
MZNI01000068.1,GiApicola_Aw17.fna
MZNI01000069.1,GiApicola_Aw17.fna
MZNI01000007.1,GiApicola_Aw17.fna
MZNI01000070.1,GiApicola_Aw17.fna
MZNI01000071.1,GiApicola_Aw17.fna
MZNI01000072.1,GiApicola_Aw17.fna
MZNI01000073.1,GiApicola_Aw17.fna
MZNI01000074.1,GiApicola_Aw17.fna
MZNI01000075.1,GiApicola_Aw17.fna
MZNI01000076.1,GiApicola_Aw17.fna
MZNI01000077.1,GiApicola_Aw17.fna
MZNI01000078.1,GiApicola_Aw17.fna
MZNI01000079.1,GiApicola_Aw17.fna
MZNI01000008.1,GiApicola_Aw17.fna
MZNI01000080.1,GiApicola_Aw17.fna
MZNI01000081.1,GiApicola_Aw17.fna
MZNI01000082.1,GiApicola_Aw17.fna
MZNI01000083.1,GiApicola_Aw17.fna
MZNI01000084.1,GiApicola_Aw17.fna
MZNI01000085.1,GiApicola_Aw17.fna
MZNI01000086.1,GiApicola_Aw17.fna
MZNI01000087.1,GiApicola_Aw17.fna
MZNI01000088.1,GiApicola_Aw17.fna
MZNI01000089.1,GiApicola_Aw17.fna
MZNI01000009.1,GiApicola_Aw17.fna
MZNI01000090.1,GiApicola_Aw17.fna
MZNI01000091.1,GiApicola_Aw17.fna
MZNI01000092.1,GiApicola_Aw17.fna
MZNI01000093.1,GiApicola_Aw17.fna
MZNI01000094.1,GiApicola_Aw17.fna
MZNI01000095.1,GiApicola_Aw17.fna
MZNI01000096.1,GiApicola_Aw17.fna
MZNI01000097.1,GiApicola_Aw17.fna
MZNI01000098.1,GiApicola_Aw17.fna
MZNI01000099.1,GiApicola_Aw17.fna
LZHC01000001.1,GiApicola_Bif14.fna
LZHC01000002.1,GiApicola_Bif14.fna
LZHC01000003.1,GiApicola_Bif14.fna
LZHC01000004.1,GiApicola_Bif14.fna
LZHC01000005.1,GiApicola_Bif14.fna
LZHC01000006.1,GiApicola_Bif14.fna
LZHC01000007.1,GiApicola_Bif14.fna
LZHC01000008.1,GiApicola_Bif14.fna
LZHC01000009.1,GiApicola_Bif14.fna
LZHC01000010.1,GiApicola_Bif14.fna
LZHC01000011.1,GiApicola_Bif14.fna
LZHC01000012.1,GiApicola_Bif14.fna
LZHC01000013.1,GiApicola_Bif14.fna
LZHC01000014.1,GiApicola_Bif14.fna
LZHC01000015.1,GiApicola_Bif14.fna
LZHC01000016.1,GiApicola_Bif14.fna
LZHC01000017.1,GiApicola_Bif14.fna
LZHC01000018.1,GiApicola_Bif14.fna
LZHC01000019.1,GiApicola_Bif14.fna
LZHC01000020.1,GiApicola_Bif14.fna
LZHC01000021.1,GiApicola_Bif14.fna
LZHC01000022.1,GiApicola_Bif14.fna
LZHC01000023.1,GiApicola_Bif14.fna
LZHC01000024.1,GiApicola_Bif14.fna
LZHC01000025.1,GiApicola_Bif14.fna
LZHC01000026.1,GiApicola_Bif14.fna
LZHC01000027.1,GiApicola_Bif14.fna
LZHC01000028.1,GiApicola_Bif14.fna
LZHC01000029.1,GiApicola_Bif14.fna
LZHC01000030.1,GiApicola_Bif14.fna
LZHC01000031.1,GiApicola_Bif14.fna
LZHC01000032.1,GiApicola_Bif14.fna
LZHC01000033.1,GiApicola_Bif14.fna
LZHC01000034.1,GiApicola_Bif14.fna
LZHC01000035.1,GiApicola_Bif14.fna
LZHC01000036.1,GiApicola_Bif14.fna
LZHC01000037.1,GiApicola_Bif14.fna
LZHC01000038.1,GiApicola_Bif14.fna
LZHC01000039.1,GiApicola_Bif14.fna
LZHC01000040.1,GiApicola_Bif14.fna
LZHC01000041.1,GiApicola_Bif14.fna
LZHC01000042.1,GiApicola_Bif14.fna
LZHC01000043.1,GiApicola_Bif14.fna
LZHC01000044.1,GiApicola_Bif14.fna
LZHC01000045.1,GiApicola_Bif14.fna
LZHC01000046.1,GiApicola_Bif14.fna
LZHC01000047.1,GiApicola_Bif14.fna
LZHC01000048.1,GiApicola_Bif14.fna
LZHC01000049.1,GiApicola_Bif14.fna
LZHC01000050.1,GiApicola_Bif14.fna
LZHC01000051.1,GiApicola_Bif14.fna
LZHC01000052.1,GiApicola_Bif14.fna
LZHC01000053.1,GiApicola_Bif14.fna
LZHC01000054.1,GiApicola_Bif14.fna
LZHC01000055.1,GiApicola_Bif14.fna
LZHC01000056.1,GiApicola_Bif14.fna
LZHC01000057.1,GiApicola_Bif14.fna
LZHC01000058.1,GiApicola_Bif14.fna
LZHC01000059.1,GiApicola_Bif14.fna
LZHC01000060.1,GiApicola_Bif14.fna
LZHC01000061.1,GiApicola_Bif14.fna
LZHC01000062.1,GiApicola_Bif14.fna
LZHC01000063.1,GiApicola_Bif14.fna
LZHC01000064.1,GiApicola_Bif14.fna
LZHC01000065.1,GiApicola_Bif14.fna
LZHC01000066.1,GiApicola_Bif14.fna
LZHC01000067.1,GiApicola_Bif14.fna
LZHC01000068.1,GiApicola_Bif14.fna
LZHC01000069.1,GiApicola_Bif14.fna
LZHC01000070.1,GiApicola_Bif14.fna
LZHC01000071.1,GiApicola_Bif14.fna
LZHC01000072.1,GiApicola_Bif14.fna
LZHC01000073.1,GiApicola_Bif14.fna
LZHC01000074.1,GiApicola_Bif14.fna
LZHC01000075.1,GiApicola_Bif14.fna
LZHC01000076.1,GiApicola_Bif14.fna
LZHC01000077.1,GiApicola_Bif14.fna
LZHC01000078.1,GiApicola_Bif14.fna
LZHC01000079.1,GiApicola_Bif14.fna
LZHC01000080.1,GiApicola_Bif14.fna
LZHC01000081.1,GiApicola_Bif14.fna
LZHC01000082.1,GiApicola_Bif14.fna
LZHC01000083.1,GiApicola_Bif14.fna
LZHC01000084.1,GiApicola_Bif14.fna
LZHC01000085.1,GiApicola_Bif14.fna
LZHC01000086.1,GiApicola_Bif14.fna
LZHC01000087.1,GiApicola_Bif14.fna
LZHC01000088.1,GiApicola_Bif14.fna
LZHC01000089.1,GiApicola_Bif14.fna
LZHC01000090.1,GiApicola_Bif14.fna
LZHC01000091.1,GiApicola_Bif14.fna
LZHC01000092.1,GiApicola_Bif14.fna
LZHC01000093.1,GiApicola_Bif14.fna
LZHC01000094.1,GiApicola_Bif14.fna
LZHC01000095.1,GiApicola_Bif14.fna
LZHC01000096.1,GiApicola_Bif14.fna
LZHC01000097.1,GiApicola_Bif14.fna
LZHC01000098.1,GiApicola_Bif14.fna
LZHD01000001.1,GiApicola_Bim12.fna
LZHD01000002.1,GiApicola_Bim12.fna
LZHD01000003.1,GiApicola_Bim12.fna
LZHD01000004.1,GiApicola_Bim12.fna
LZHD01000005.1,GiApicola_Bim12.fna
LZHD01000006.1,GiApicola_Bim12.fna
LZHD01000007.1,GiApicola_Bim12.fna
LZHD01000008.1,GiApicola_Bim12.fna
LZHD01000009.1,GiApicola_Bim12.fna
LZHD01000010.1,GiApicola_Bim12.fna
LZHD01000011.1,GiApicola_Bim12.fna
LZHD01000012.1,GiApicola_Bim12.fna
LZHD01000013.1,GiApicola_Bim12.fna
LZHD01000014.1,GiApicola_Bim12.fna
LZHD01000015.1,GiApicola_Bim12.fna
LZHD01000016.1,GiApicola_Bim12.fna
LZHD01000017.1,GiApicola_Bim12.fna
LZHD01000018.1,GiApicola_Bim12.fna
LZHD01000019.1,GiApicola_Bim12.fna
LZHD01000020.1,GiApicola_Bim12.fna
LZHD01000021.1,GiApicola_Bim12.fna
LZHD01000022.1,GiApicola_Bim12.fna
LZHD01000023.1,GiApicola_Bim12.fna
LZHD01000024.1,GiApicola_Bim12.fna
LZHD01000025.1,GiApicola_Bim12.fna
LZHD01000026.1,GiApicola_Bim12.fna
LZHD01000027.1,GiApicola_Bim12.fna
LZHD01000028.1,GiApicola_Bim12.fna
LZHD01000029.1,GiApicola_Bim12.fna
LZHD01000030.1,GiApicola_Bim12.fna
LZHD01000031.1,GiApicola_Bim12.fna
LZHD01000032.1,GiApicola_Bim12.fna
LZHD01000033.1,GiApicola_Bim12.fna
LZHD01000034.1,GiApicola_Bim12.fna
LZHD01000035.1,GiApicola_Bim12.fna
LZHD01000036.1,GiApicola_Bim12.fna
LZHD01000037.1,GiApicola_Bim12.fna
LZHD01000038.1,GiApicola_Bim12.fna
LZHD01000039.1,GiApicola_Bim12.fna
LZHD01000040.1,GiApicola_Bim12.fna
LZHD01000041.1,GiApicola_Bim12.fna
LZHD01000042.1,GiApicola_Bim12.fna
LZHD01000043.1,GiApicola_Bim12.fna
LZHD01000044.1,GiApicola_Bim12.fna
LZHD01000045.1,GiApicola_Bim12.fna
LZHD01000046.1,GiApicola_Bim12.fna
LZHD01000047.1,GiApicola_Bim12.fna
LZHD01000048.1,GiApicola_Bim12.fna
LZHD01000049.1,GiApicola_Bim12.fna
LZHD01000050.1,GiApicola_Bim12.fna
LZHD01000051.1,GiApicola_Bim12.fna
LZHD01000052.1,GiApicola_Bim12.fna
LZHD01000053.1,GiApicola_Bim12.fna
LZHD01000054.1,GiApicola_Bim12.fna
LZHD01000055.1,GiApicola_Bim12.fna
LZHD01000056.1,GiApicola_Bim12.fna
LZHD01000057.1,GiApicola_Bim12.fna
LZHD01000058.1,GiApicola_Bim12.fna
LZHD01000059.1,GiApicola_Bim12.fna
LZHD01000060.1,GiApicola_Bim12.fna
LZHD01000061.1,GiApicola_Bim12.fna
LZHD01000062.1,GiApicola_Bim12.fna
LZHD01000063.1,GiApicola_Bim12.fna
LZHD01000064.1,GiApicola_Bim12.fna
LZHD01000065.1,GiApicola_Bim12.fna
LZHD01000066.1,GiApicola_Bim12.fna
LZHD01000067.1,GiApicola_Bim12.fna
LZHD01000068.1,GiApicola_Bim12.fna
LZHD01000069.1,GiApicola_Bim12.fna
LZHD01000070.1,GiApicola_Bim12.fna
LZHD01000071.1,GiApicola_Bim12.fna
LZHD01000072.1,GiApicola_Bim12.fna
LZHD01000073.1,GiApicola_Bim12.fna
LZHD01000074.1,GiApicola_Bim12.fna
LZHD01000075.1,GiApicola_Bim12.fna
LZHD01000076.1,GiApicola_Bim12.fna
LZHD01000077.1,GiApicola_Bim12.fna
LZHD01000078.1,GiApicola_Bim12.fna
LZHD01000079.1,GiApicola_Bim12.fna
LZHD01000080.1,GiApicola_Bim12.fna
LZHD01000081.1,GiApicola_Bim12.fna
LZHD01000082.1,GiApicola_Bim12.fna
LZHD01000083.1,GiApicola_Bim12.fna
LZHD01000084.1,GiApicola_Bim12.fna
LZHD01000085.1,GiApicola_Bim12.fna
LZHD01000086.1,GiApicola_Bim12.fna
LZHD01000087.1,GiApicola_Bim12.fna
LZHD01000088.1,GiApicola_Bim12.fna
LZHD01000089.1,GiApicola_Bim12.fna
LZHD01000090.1,GiApicola_Bim12.fna
LZHD01000091.1,GiApicola_Bim12.fna
LZHD01000092.1,GiApicola_Bim12.fna
LZHD01000093.1,GiApicola_Bim12.fna
LZHD01000094.1,GiApicola_Bim12.fna
LZHD01000095.1,GiApicola_Bim12.fna
LZHD01000096.1,GiApicola_Bim12.fna
LZHD01000097.1,GiApicola_Bim12.fna
LZHD01000098.1,GiApicola_Bim12.fna
LZHD01000099.1,GiApicola_Bim12.fna
LZHD01000100.1,GiApicola_Bim12.fna
LZHD01000101.1,GiApicola_Bim12.fna
LZHD01000102.1,GiApicola_Bim12.fna
LZHD01000103.1,GiApicola_Bim12.fna
LZHD01000104.1,GiApicola_Bim12.fna
LZHD01000105.1,GiApicola_Bim12.fna
LZHD01000106.1,GiApicola_Bim12.fna
LZHD01000107.1,GiApicola_Bim12.fna
LZHE01000001.1,GiApicola_Bim32.fna
LZHE01000002.1,GiApicola_Bim32.fna
LZHE01000003.1,GiApicola_Bim32.fna
LZHE01000004.1,GiApicola_Bim32.fna
LZHE01000005.1,GiApicola_Bim32.fna
LZHE01000006.1,GiApicola_Bim32.fna
LZHE01000007.1,GiApicola_Bim32.fna
LZHE01000008.1,GiApicola_Bim32.fna
LZHE01000009.1,GiApicola_Bim32.fna
LZHE01000010.1,GiApicola_Bim32.fna
LZHE01000011.1,GiApicola_Bim32.fna
LZHE01000012.1,GiApicola_Bim32.fna
LZHE01000013.1,GiApicola_Bim32.fna
LZHE01000014.1,GiApicola_Bim32.fna
LZHE01000015.1,GiApicola_Bim32.fna
LZHE01000016.1,GiApicola_Bim32.fna
LZHE01000017.1,GiApicola_Bim32.fna
LZHE01000018.1,GiApicola_Bim32.fna
LZHE01000019.1,GiApicola_Bim32.fna
LZHE01000020.1,GiApicola_Bim32.fna
LZHE01000021.1,GiApicola_Bim32.fna
LZHE01000022.1,GiApicola_Bim32.fna
LZHE01000023.1,GiApicola_Bim32.fna
LZHE01000024.1,GiApicola_Bim32.fna
LZHE01000025.1,GiApicola_Bim32.fna
LZHE01000026.1,GiApicola_Bim32.fna
LZHE01000027.1,GiApicola_Bim32.fna
LZHE01000028.1,GiApicola_Bim32.fna
LZHE01000029.1,GiApicola_Bim32.fna
LZHE01000030.1,GiApicola_Bim32.fna
LZHE01000031.1,GiApicola_Bim32.fna
LZHE01000032.1,GiApicola_Bim32.fna
LZHE01000033.1,GiApicola_Bim32.fna
LZHE01000034.1,GiApicola_Bim32.fna
LZHE01000035.1,GiApicola_Bim32.fna
LZHE01000036.1,GiApicola_Bim32.fna
LZHE01000037.1,GiApicola_Bim32.fna
LZHE01000038.1,GiApicola_Bim32.fna
LZHE01000039.1,GiApicola_Bim32.fna
LZHE01000040.1,GiApicola_Bim32.fna
LZHE01000041.1,GiApicola_Bim32.fna
LZHE01000042.1,GiApicola_Bim32.fna
LZHE01000043.1,GiApicola_Bim32.fna
LZHE01000044.1,GiApicola_Bim32.fna
LZHE01000045.1,GiApicola_Bim32.fna
LZHE01000046.1,GiApicola_Bim32.fna
LZHE01000047.1,GiApicola_Bim32.fna
LZHE01000048.1,GiApicola_Bim32.fna
LZHE01000049.1,GiApicola_Bim32.fna
LZHE01000050.1,GiApicola_Bim32.fna
LZHE01000051.1,GiApicola_Bim32.fna
LZHE01000052.1,GiApicola_Bim32.fna
LZHE01000053.1,GiApicola_Bim32.fna
LZHE01000054.1,GiApicola_Bim32.fna
LZHE01000055.1,GiApicola_Bim32.fna
LZHE01000056.1,GiApicola_Bim32.fna
LZHE01000057.1,GiApicola_Bim32.fna
LZHE01000058.1,GiApicola_Bim32.fna
LZHE01000059.1,GiApicola_Bim32.fna
LZHE01000060.1,GiApicola_Bim32.fna
LZHE01000061.1,GiApicola_Bim32.fna
LZHE01000062.1,GiApicola_Bim32.fna
LZHE01000063.1,GiApicola_Bim32.fna
LZHE01000064.1,GiApicola_Bim32.fna
LZHE01000065.1,GiApicola_Bim32.fna
LZHE01000066.1,GiApicola_Bim32.fna
LZHE01000067.1,GiApicola_Bim32.fna
LZHE01000068.1,GiApicola_Bim32.fna
LZHE01000069.1,GiApicola_Bim32.fna
LZHE01000070.1,GiApicola_Bim32.fna
LZHE01000071.1,GiApicola_Bim32.fna
LZHE01000072.1,GiApicola_Bim32.fna
LZHE01000073.1,GiApicola_Bim32.fna
LZHE01000074.1,GiApicola_Bim32.fna
LZHE01000075.1,GiApicola_Bim32.fna
LZHE01000076.1,GiApicola_Bim32.fna
LZHE01000077.1,GiApicola_Bim32.fna
LZHE01000078.1,GiApicola_Bim32.fna
LZHE01000079.1,GiApicola_Bim32.fna
LZHE01000080.1,GiApicola_Bim32.fna
LZHE01000081.1,GiApicola_Bim32.fna
LZHE01000082.1,GiApicola_Bim32.fna
LZHE01000083.1,GiApicola_Bim32.fna
LZHE01000084.1,GiApicola_Bim32.fna
LZHE01000085.1,GiApicola_Bim32.fna
LZHE01000086.1,GiApicola_Bim32.fna
LZHE01000087.1,GiApicola_Bim32.fna
LZHE01000088.1,GiApicola_Bim32.fna
LZHE01000089.1,GiApicola_Bim32.fna
LZHE01000090.1,GiApicola_Bim32.fna
LZHE01000091.1,GiApicola_Bim32.fna
LZHE01000092.1,GiApicola_Bim32.fna
LZHE01000093.1,GiApicola_Bim32.fna
LZHE01000094.1,GiApicola_Bim32.fna
LZHE01000095.1,GiApicola_Bim32.fna
LZHE01000096.1,GiApicola_Bim32.fna
LZHE01000097.1,GiApicola_Bim32.fna
LZHE01000098.1,GiApicola_Bim32.fna
LZHE01000099.1,GiApicola_Bim32.fna
LZHE01000100.1,GiApicola_Bim32.fna
LZHE01000101.1,GiApicola_Bim32.fna
LZHE01000102.1,GiApicola_Bim32.fna
LZHE01000103.1,GiApicola_Bim32.fna
LZHE01000104.1,GiApicola_Bim32.fna
LZHE01000105.1,GiApicola_Bim32.fna
LZHE01000106.1,GiApicola_Bim32.fna
LZHE01000107.1,GiApicola_Bim32.fna
LZHE01000108.1,GiApicola_Bim32.fna
LZHE01000109.1,GiApicola_Bim32.fna
LZHE01000110.1,GiApicola_Bim32.fna
LZHE01000111.1,GiApicola_Bim32.fna
LZHE01000112.1,GiApicola_Bim32.fna
LZHE01000113.1,GiApicola_Bim32.fna
LZHE01000114.1,GiApicola_Bim32.fna
LZHE01000115.1,GiApicola_Bim32.fna
LZHE01000116.1,GiApicola_Bim32.fna
LZHE01000117.1,GiApicola_Bim32.fna
LZHE01000118.1,GiApicola_Bim32.fna
LZHE01000119.1,GiApicola_Bim32.fna
LZHE01000120.1,GiApicola_Bim32.fna
LZHE01000121.1,GiApicola_Bim32.fna
LZHE01000122.1,GiApicola_Bim32.fna
LZHE01000123.1,GiApicola_Bim32.fna
LZHE01000124.1,GiApicola_Bim32.fna
LZHE01000125.1,GiApicola_Bim32.fna
LZHE01000126.1,GiApicola_Bim32.fna
LZHE01000127.1,GiApicola_Bim32.fna
LZHE01000128.1,GiApicola_Bim32.fna
LZHE01000129.1,GiApicola_Bim32.fna
LZHE01000130.1,GiApicola_Bim32.fna
LZHE01000131.1,GiApicola_Bim32.fna
LZHE01000132.1,GiApicola_Bim32.fna
LZHE01000133.1,GiApicola_Bim32.fna
LZHE01000134.1,GiApicola_Bim32.fna
LZHE01000135.1,GiApicola_Bim32.fna
LZHE01000136.1,GiApicola_Bim32.fna
LZHE01000137.1,GiApicola_Bim32.fna
LZHE01000138.1,GiApicola_Bim32.fna
LZHE01000139.1,GiApicola_Bim32.fna
LZHE01000140.1,GiApicola_Bim32.fna
LZHE01000141.1,GiApicola_Bim32.fna
LZHE01000142.1,GiApicola_Bim32.fna
LZHE01000143.1,GiApicola_Bim32.fna
LZHE01000144.1,GiApicola_Bim32.fna
LZHE01000145.1,GiApicola_Bim32.fna
LZHE01000146.1,GiApicola_Bim32.fna
LZHE01000147.1,GiApicola_Bim32.fna
LZHE01000148.1,GiApicola_Bim32.fna
LZHE01000149.1,GiApicola_Bim32.fna
LZHE01000150.1,GiApicola_Bim32.fna
LZHE01000151.1,GiApicola_Bim32.fna
LZHE01000152.1,GiApicola_Bim32.fna
LZHE01000153.1,GiApicola_Bim32.fna
LZHE01000154.1,GiApicola_Bim32.fna
LZHE01000155.1,GiApicola_Bim32.fna
LZHE01000156.1,GiApicola_Bim32.fna
LZHE01000157.1,GiApicola_Bim32.fna
LZHE01000158.1,GiApicola_Bim32.fna
LZHE01000159.1,GiApicola_Bim32.fna
LZHE01000160.1,GiApicola_Bim32.fna
LZHE01000161.1,GiApicola_Bim32.fna
LZHE01000162.1,GiApicola_Bim32.fna
LZHE01000163.1,GiApicola_Bim32.fna
LZHE01000164.1,GiApicola_Bim32.fna
LZHE01000165.1,GiApicola_Bim32.fna
LZHE01000166.1,GiApicola_Bim32.fna
LZHE01000167.1,GiApicola_Bim32.fna
LZHE01000168.1,GiApicola_Bim32.fna
LZHE01000169.1,GiApicola_Bim32.fna
LZHE01000170.1,GiApicola_Bim32.fna
LZHE01000171.1,GiApicola_Bim32.fna
LZHE01000172.1,GiApicola_Bim32.fna
LZHE01000173.1,GiApicola_Bim32.fna
LZHE01000174.1,GiApicola_Bim32.fna
LZHE01000175.1,GiApicola_Bim32.fna
LZHE01000176.1,GiApicola_Bim32.fna
LZHE01000177.1,GiApicola_Bim32.fna
LZHF01000001.1,GiApicola_Choc35.fna
LZHF01000002.1,GiApicola_Choc35.fna
LZHF01000003.1,GiApicola_Choc35.fna
LZHF01000004.1,GiApicola_Choc35.fna
LZHF01000005.1,GiApicola_Choc35.fna
LZHF01000006.1,GiApicola_Choc35.fna
LZHF01000007.1,GiApicola_Choc35.fna
LZHF01000008.1,GiApicola_Choc35.fna
LZHF01000009.1,GiApicola_Choc35.fna
LZHF01000010.1,GiApicola_Choc35.fna
LZHF01000011.1,GiApicola_Choc35.fna
LZHF01000012.1,GiApicola_Choc35.fna
LZHF01000013.1,GiApicola_Choc35.fna
LZHF01000014.1,GiApicola_Choc35.fna
LZHF01000015.1,GiApicola_Choc35.fna
LZHF01000016.1,GiApicola_Choc35.fna
LZHF01000017.1,GiApicola_Choc35.fna
LZHF01000018.1,GiApicola_Choc35.fna
LZHF01000019.1,GiApicola_Choc35.fna
LZHF01000020.1,GiApicola_Choc35.fna
LZHF01000021.1,GiApicola_Choc35.fna
LZHF01000022.1,GiApicola_Choc35.fna
LZHF01000023.1,GiApicola_Choc35.fna
LZHF01000024.1,GiApicola_Choc35.fna
LZHF01000025.1,GiApicola_Choc35.fna
LZHF01000026.1,GiApicola_Choc35.fna
LZHF01000027.1,GiApicola_Choc35.fna
LZHF01000028.1,GiApicola_Choc35.fna
LZHF01000029.1,GiApicola_Choc35.fna
LZHF01000030.1,GiApicola_Choc35.fna
LZHF01000031.1,GiApicola_Choc35.fna
LZHF01000032.1,GiApicola_Choc35.fna
LZHF01000033.1,GiApicola_Choc35.fna
LZHF01000034.1,GiApicola_Choc35.fna
LZHF01000035.1,GiApicola_Choc35.fna
LZHF01000036.1,GiApicola_Choc35.fna
LZHF01000037.1,GiApicola_Choc35.fna
LZHF01000038.1,GiApicola_Choc35.fna
LZHF01000039.1,GiApicola_Choc35.fna
LZHF01000040.1,GiApicola_Choc35.fna
LZHF01000041.1,GiApicola_Choc35.fna
LZHF01000042.1,GiApicola_Choc35.fna
