CP015625.1,BaApis_BBC0122.fna
NAHR01000124.1,GiApicola_NO6.fna
NAHR01000125.1,GiApicola_NO6.fna
NAHR01000126.1,GiApicola_NO6.fna
NAHR01000127.1,GiApicola_NO6.fna
NAHR01000128.1,GiApicola_NO6.fna
NAHR01000129.1,GiApicola_NO6.fna
NAHR01000013.1,GiApicola_NO6.fna
NAHR01000014.1,GiApicola_NO6.fna
NAHR01000015.1,GiApicola_NO6.fna
NAHR01000016.1,GiApicola_NO6.fna
NAHR01000017.1,GiApicola_NO6.fna
NAHR01000018.1,GiApicola_NO6.fna
NAHR01000019.1,GiApicola_NO6.fna
NAHR01000002.1,GiApicola_NO6.fna
NAHR01000020.1,GiApicola_NO6.fna
NAHR01000021.1,GiApicola_NO6.fna
NAHR01000022.1,GiApicola_NO6.fna
NAHR01000023.1,GiApicola_NO6.fna
NAHR01000024.1,GiApicola_NO6.fna
NAHR01000025.1,GiApicola_NO6.fna
NAHR01000026.1,GiApicola_NO6.fna
NAHR01000027.1,GiApicola_NO6.fna
NAHR01000028.1,GiApicola_NO6.fna
NAHR01000029.1,GiApicola_NO6.fna
NAHR01000003.1,GiApicola_NO6.fna
NAHR01000030.1,GiApicola_NO6.fna
NAHR01000031.1,GiApicola_NO6.fna
NAHR01000032.1,GiApicola_NO6.fna
NAHR01000033.1,GiApicola_NO6.fna
NAHR01000034.1,GiApicola_NO6.fna
NAHR01000035.1,GiApicola_NO6.fna
NAHR01000036.1,GiApicola_NO6.fna
NAHR01000037.1,GiApicola_NO6.fna
NAHR01000038.1,GiApicola_NO6.fna
NAHR01000039.1,GiApicola_NO6.fna
NAHR01000004.1,GiApicola_NO6.fna
NAHR01000040.1,GiApicola_NO6.fna
NAHR01000041.1,GiApicola_NO6.fna
NAHR01000042.1,GiApicola_NO6.fna
NAHR01000043.1,GiApicola_NO6.fna
NAHR01000044.1,GiApicola_NO6.fna
NAHR01000045.1,GiApicola_NO6.fna
NAHR01000046.1,GiApicola_NO6.fna
NAHR01000047.1,GiApicola_NO6.fna
NAHR01000048.1,GiApicola_NO6.fna
NAHR01000049.1,GiApicola_NO6.fna
NAHR01000005.1,GiApicola_NO6.fna
NAHR01000050.1,GiApicola_NO6.fna
NAHR01000051.1,GiApicola_NO6.fna
NAHR01000052.1,GiApicola_NO6.fna
NAHR01000053.1,GiApicola_NO6.fna
NAHR01000054.1,GiApicola_NO6.fna
NAHR01000055.1,GiApicola_NO6.fna
NAHR01000056.1,GiApicola_NO6.fna
NAHR01000057.1,GiApicola_NO6.fna
NAHR01000058.1,GiApicola_NO6.fna
NAHR01000059.1,GiApicola_NO6.fna
NAHR01000006.1,GiApicola_NO6.fna
NAHR01000060.1,GiApicola_NO6.fna
NAHR01000061.1,GiApicola_NO6.fna
NAHR01000062.1,GiApicola_NO6.fna
NAHR01000063.1,GiApicola_NO6.fna
NAHR01000064.1,GiApicola_NO6.fna
NAHR01000065.1,GiApicola_NO6.fna
NAHR01000066.1,GiApicola_NO6.fna
NAHR01000067.1,GiApicola_NO6.fna
NAHR01000068.1,GiApicola_NO6.fna
NAHR01000069.1,GiApicola_NO6.fna
NAHR01000007.1,GiApicola_NO6.fna
NAHR01000070.1,GiApicola_NO6.fna
NAHR01000071.1,GiApicola_NO6.fna
NAHR01000072.1,GiApicola_NO6.fna
NAHR01000073.1,GiApicola_NO6.fna
NAHR01000074.1,GiApicola_NO6.fna
NAHR01000075.1,GiApicola_NO6.fna
NAHR01000076.1,GiApicola_NO6.fna
NAHR01000077.1,GiApicola_NO6.fna
NAHR01000078.1,GiApicola_NO6.fna
NAHR01000079.1,GiApicola_NO6.fna
NAHR01000008.1,GiApicola_NO6.fna
NAHR01000080.1,GiApicola_NO6.fna
NAHR01000081.1,GiApicola_NO6.fna
NAHR01000082.1,GiApicola_NO6.fna
NAHR01000083.1,GiApicola_NO6.fna
NAHR01000084.1,GiApicola_NO6.fna
NAHR01000085.1,GiApicola_NO6.fna
NAHR01000086.1,GiApicola_NO6.fna
NAHR01000087.1,GiApicola_NO6.fna
NAHR01000088.1,GiApicola_NO6.fna
NAHR01000089.1,GiApicola_NO6.fna
NAHR01000009.1,GiApicola_NO6.fna
NAHR01000090.1,GiApicola_NO6.fna
NAHR01000091.1,GiApicola_NO6.fna
NAHR01000092.1,GiApicola_NO6.fna
NAHR01000093.1,GiApicola_NO6.fna
NAHR01000094.1,GiApicola_NO6.fna
NAHR01000095.1,GiApicola_NO6.fna
NAHR01000096.1,GiApicola_NO6.fna
NAHR01000097.1,GiApicola_NO6.fna
NAHR01000098.1,GiApicola_NO6.fna
NAHR01000099.1,GiApicola_NO6.fna
NAHS01000001.1,GiApicola_NO8.fna
NAHS01000010.1,GiApicola_NO8.fna
NAHS01000100.1,GiApicola_NO8.fna
NAHS01000101.1,GiApicola_NO8.fna
NAHS01000102.1,GiApicola_NO8.fna
NAHS01000103.1,GiApicola_NO8.fna
NAHS01000104.1,GiApicola_NO8.fna
NAHS01000105.1,GiApicola_NO8.fna
NAHS01000106.1,GiApicola_NO8.fna
NAHS01000107.1,GiApicola_NO8.fna
NAHS01000108.1,GiApicola_NO8.fna
NAHS01000109.1,GiApicola_NO8.fna
NAHS01000011.1,GiApicola_NO8.fna
NAHS01000110.1,GiApicola_NO8.fna
NAHS01000111.1,GiApicola_NO8.fna
NAHS01000112.1,GiApicola_NO8.fna
NAHS01000113.1,GiApicola_NO8.fna
NAHS01000114.1,GiApicola_NO8.fna
NAHS01000115.1,GiApicola_NO8.fna
NAHS01000116.1,GiApicola_NO8.fna
NAHS01000117.1,GiApicola_NO8.fna
NAHS01000118.1,GiApicola_NO8.fna
NAHS01000119.1,GiApicola_NO8.fna
NAHS01000012.1,GiApicola_NO8.fna
NAHS01000120.1,GiApicola_NO8.fna
NAHS01000121.1,GiApicola_NO8.fna
NAHS01000122.1,GiApicola_NO8.fna
NAHS01000123.1,GiApicola_NO8.fna
NAHS01000124.1,GiApicola_NO8.fna
NAHS01000125.1,GiApicola_NO8.fna
NAHS01000126.1,GiApicola_NO8.fna
NAHS01000127.1,GiApicola_NO8.fna
NAHS01000128.1,GiApicola_NO8.fna
NAHS01000129.1,GiApicola_NO8.fna
NAHS01000013.1,GiApicola_NO8.fna
NAHS01000130.1,GiApicola_NO8.fna
NAHS01000131.1,GiApicola_NO8.fna
NAHS01000132.1,GiApicola_NO8.fna
NAHS01000133.1,GiApicola_NO8.fna
NAHS01000134.1,GiApicola_NO8.fna
NAHS01000135.1,GiApicola_NO8.fna
NAHS01000136.1,GiApicola_NO8.fna
NAHS01000137.1,GiApicola_NO8.fna
NAHS01000138.1,GiApicola_NO8.fna
NAHS01000139.1,GiApicola_NO8.fna
NAHS01000014.1,GiApicola_NO8.fna
NAHS01000140.1,GiApicola_NO8.fna
NAHS01000141.1,GiApicola_NO8.fna
NAHS01000142.1,GiApicola_NO8.fna
NAHS01000143.1,GiApicola_NO8.fna
NAHS01000144.1,GiApicola_NO8.fna
NAHS01000145.1,GiApicola_NO8.fna
NAHS01000146.1,GiApicola_NO8.fna
NAHS01000147.1,GiApicola_NO8.fna
NAHS01000148.1,GiApicola_NO8.fna
NAHS01000149.1,GiApicola_NO8.fna
NAHS01000015.1,GiApicola_NO8.fna
NAHS01000150.1,GiApicola_NO8.fna
NAHS01000151.1,GiApicola_NO8.fna
NAHS01000152.1,GiApicola_NO8.fna
NAHS01000153.1,GiApicola_NO8.fna
NAHS01000154.1,GiApicola_NO8.fna
NAHS01000155.1,GiApicola_NO8.fna
NAHS01000156.1,GiApicola_NO8.fna
NAHS01000157.1,GiApicola_NO8.fna
NAHS01000158.1,GiApicola_NO8.fna
NAHS01000159.1,GiApicola_NO8.fna
NAHS01000016.1,GiApicola_NO8.fna
NAHS01000160.1,GiApicola_NO8.fna
NAHS01000161.1,GiApicola_NO8.fna
NAHS01000162.1,GiApicola_NO8.fna
NAHS01000163.1,GiApicola_NO8.fna
NAHS01000164.1,GiApicola_NO8.fna
NAHS01000165.1,GiApicola_NO8.fna
NAHS01000166.1,GiApicola_NO8.fna
NAHS01000167.1,GiApicola_NO8.fna
NAHS01000168.1,GiApicola_NO8.fna
NAHS01000169.1,GiApicola_NO8.fna
NAHS01000017.1,GiApicola_NO8.fna
NAHS01000170.1,GiApicola_NO8.fna
NAHS01000171.1,GiApicola_NO8.fna
NAHS01000172.1,GiApicola_NO8.fna
NAHS01000173.1,GiApicola_NO8.fna
NAHS01000174.1,GiApicola_NO8.fna
NAHS01000175.1,GiApicola_NO8.fna
NAHS01000176.1,GiApicola_NO8.fna
NAHS01000177.1,GiApicola_NO8.fna
NAHS01000178.1,GiApicola_NO8.fna
NAHS01000179.1,GiApicola_NO8.fna
NAHS01000018.1,GiApicola_NO8.fna
NAHS01000180.1,GiApicola_NO8.fna
NAHS01000181.1,GiApicola_NO8.fna
NAHS01000182.1,GiApicola_NO8.fna
NAHS01000183.1,GiApicola_NO8.fna
NAHS01000184.1,GiApicola_NO8.fna
NAHS01000185.1,GiApicola_NO8.fna
NAHS01000186.1,GiApicola_NO8.fna
NAHS01000187.1,GiApicola_NO8.fna
NAHS01000188.1,GiApicola_NO8.fna
NAHS01000189.1,GiApicola_NO8.fna
NAHS01000019.1,GiApicola_NO8.fna
NAHS01000190.1,GiApicola_NO8.fna
NAHS01000191.1,GiApicola_NO8.fna
NAHS01000192.1,GiApicola_NO8.fna
NAHS01000193.1,GiApicola_NO8.fna
NAHS01000194.1,GiApicola_NO8.fna
NAHS01000195.1,GiApicola_NO8.fna
NAHS01000196.1,GiApicola_NO8.fna
NAHS01000197.1,GiApicola_NO8.fna
NAHS01000198.1,GiApicola_NO8.fna
NAHS01000199.1,GiApicola_NO8.fna
NAHS01000002.1,GiApicola_NO8.fna
NAHS01000020.1,GiApicola_NO8.fna
NAHS01000200.1,GiApicola_NO8.fna
NAHS01000201.1,GiApicola_NO8.fna
NAHS01000202.1,GiApicola_NO8.fna
NAHS01000203.1,GiApicola_NO8.fna
NAHS01000204.1,GiApicola_NO8.fna
NAHS01000205.1,GiApicola_NO8.fna
NAHS01000206.1,GiApicola_NO8.fna
NAHS01000207.1,GiApicola_NO8.fna
NAHS01000208.1,GiApicola_NO8.fna
NAHS01000209.1,GiApicola_NO8.fna
NAHS01000021.1,GiApicola_NO8.fna
NAHS01000210.1,GiApicola_NO8.fna
NAHS01000211.1,GiApicola_NO8.fna
NAHS01000212.1,GiApicola_NO8.fna
NAHS01000213.1,GiApicola_NO8.fna
NAHS01000214.1,GiApicola_NO8.fna
NAHS01000215.1,GiApicola_NO8.fna
NAHS01000216.1,GiApicola_NO8.fna
NAHS01000217.1,GiApicola_NO8.fna
NAHS01000218.1,GiApicola_NO8.fna
NAHS01000219.1,GiApicola_NO8.fna
NAHS01000022.1,GiApicola_NO8.fna
NAHS01000220.1,GiApicola_NO8.fna
NAHS01000221.1,GiApicola_NO8.fna
NAHS01000222.1,GiApicola_NO8.fna
NAHS01000223.1,GiApicola_NO8.fna
NAHS01000224.1,GiApicola_NO8.fna
NAHS01000225.1,GiApicola_NO8.fna
NAHS01000226.1,GiApicola_NO8.fna
NAHS01000227.1,GiApicola_NO8.fna
NAHS01000228.1,GiApicola_NO8.fna
NAHS01000229.1,GiApicola_NO8.fna
NAHS01000023.1,GiApicola_NO8.fna
NAHS01000230.1,GiApicola_NO8.fna
NAHS01000231.1,GiApicola_NO8.fna
NAHS01000232.1,GiApicola_NO8.fna
NAHS01000233.1,GiApicola_NO8.fna
NAHS01000234.1,GiApicola_NO8.fna
NAHS01000235.1,GiApicola_NO8.fna
NAHS01000236.1,GiApicola_NO8.fna
NAHS01000237.1,GiApicola_NO8.fna
NAHS01000238.1,GiApicola_NO8.fna
NAHS01000239.1,GiApicola_NO8.fna
NAHS01000024.1,GiApicola_NO8.fna
NAHS01000240.1,GiApicola_NO8.fna
NAHS01000241.1,GiApicola_NO8.fna
NAHS01000242.1,GiApicola_NO8.fna
NAHS01000243.1,GiApicola_NO8.fna
NAHS01000244.1,GiApicola_NO8.fna
NAHS01000245.1,GiApicola_NO8.fna
NAHS01000246.1,GiApicola_NO8.fna
NAHS01000247.1,GiApicola_NO8.fna
NAHS01000248.1,GiApicola_NO8.fna
NAHS01000249.1,GiApicola_NO8.fna
NAHS01000025.1,GiApicola_NO8.fna
NAHS01000250.1,GiApicola_NO8.fna
NAHS01000251.1,GiApicola_NO8.fna
NAHS01000252.1,GiApicola_NO8.fna
NAHS01000253.1,GiApicola_NO8.fna
NAHS01000254.1,GiApicola_NO8.fna
NAHS01000255.1,GiApicola_NO8.fna
NAHS01000256.1,GiApicola_NO8.fna
NAHS01000257.1,GiApicola_NO8.fna
NAHS01000258.1,GiApicola_NO8.fna
NAHS01000259.1,GiApicola_NO8.fna
NAHS01000026.1,GiApicola_NO8.fna
NAHS01000260.1,GiApicola_NO8.fna
NAHS01000261.1,GiApicola_NO8.fna
NAHS01000262.1,GiApicola_NO8.fna
NAHS01000263.1,GiApicola_NO8.fna
NAHS01000264.1,GiApicola_NO8.fna
NAHS01000265.1,GiApicola_NO8.fna
NAHS01000266.1,GiApicola_NO8.fna
NAHS01000267.1,GiApicola_NO8.fna
NAHS01000268.1,GiApicola_NO8.fna
NAHS01000269.1,GiApicola_NO8.fna
NAHS01000027.1,GiApicola_NO8.fna
NAHS01000270.1,GiApicola_NO8.fna
NAHS01000271.1,GiApicola_NO8.fna
NAHS01000272.1,GiApicola_NO8.fna
NAHS01000273.1,GiApicola_NO8.fna
NAHS01000274.1,GiApicola_NO8.fna
NAHS01000275.1,GiApicola_NO8.fna
NAHS01000276.1,GiApicola_NO8.fna
NAHS01000277.1,GiApicola_NO8.fna
NAHS01000278.1,GiApicola_NO8.fna
NAHS01000279.1,GiApicola_NO8.fna
NAHS01000028.1,GiApicola_NO8.fna
NAHS01000280.1,GiApicola_NO8.fna
NAHS01000281.1,GiApicola_NO8.fna
NAHS01000282.1,GiApicola_NO8.fna
NAHS01000283.1,GiApicola_NO8.fna
NAHS01000284.1,GiApicola_NO8.fna
NAHS01000285.1,GiApicola_NO8.fna
NAHS01000286.1,GiApicola_NO8.fna
NAHS01000287.1,GiApicola_NO8.fna
NAHS01000288.1,GiApicola_NO8.fna
NAHS01000289.1,GiApicola_NO8.fna
NAHS01000029.1,GiApicola_NO8.fna
NAHS01000290.1,GiApicola_NO8.fna
NAHS01000291.1,GiApicola_NO8.fna
NAHS01000292.1,GiApicola_NO8.fna
NAHS01000293.1,GiApicola_NO8.fna
NAHS01000294.1,GiApicola_NO8.fna
NAHS01000295.1,GiApicola_NO8.fna
NAHS01000296.1,GiApicola_NO8.fna
NAHS01000297.1,GiApicola_NO8.fna
NAHS01000298.1,GiApicola_NO8.fna
NAHS01000299.1,GiApicola_NO8.fna
NAHS01000003.1,GiApicola_NO8.fna
NAHS01000030.1,GiApicola_NO8.fna
NAHS01000300.1,GiApicola_NO8.fna
NAHS01000301.1,GiApicola_NO8.fna
NAHS01000302.1,GiApicola_NO8.fna
NAHS01000303.1,GiApicola_NO8.fna
NAHS01000304.1,GiApicola_NO8.fna
NAHS01000305.1,GiApicola_NO8.fna
NAHS01000306.1,GiApicola_NO8.fna
NAHS01000307.1,GiApicola_NO8.fna
NAHS01000308.1,GiApicola_NO8.fna
NAHS01000309.1,GiApicola_NO8.fna
NAHS01000031.1,GiApicola_NO8.fna
NAHS01000310.1,GiApicola_NO8.fna
NAHS01000311.1,GiApicola_NO8.fna
NAHS01000312.1,GiApicola_NO8.fna
NAHS01000313.1,GiApicola_NO8.fna
NAHS01000314.1,GiApicola_NO8.fna
NAHS01000315.1,GiApicola_NO8.fna
NAHS01000316.1,GiApicola_NO8.fna
NAHS01000317.1,GiApicola_NO8.fna
NAHS01000318.1,GiApicola_NO8.fna
NAHS01000319.1,GiApicola_NO8.fna
NAHS01000032.1,GiApicola_NO8.fna
NAHS01000320.1,GiApicola_NO8.fna
NAHS01000321.1,GiApicola_NO8.fna
NAHS01000322.1,GiApicola_NO8.fna
NAHS01000323.1,GiApicola_NO8.fna
NAHS01000324.1,GiApicola_NO8.fna
NAHS01000325.1,GiApicola_NO8.fna
NAHS01000326.1,GiApicola_NO8.fna
NAHS01000327.1,GiApicola_NO8.fna
NAHS01000328.1,GiApicola_NO8.fna
NAHS01000329.1,GiApicola_NO8.fna
NAHS01000033.1,GiApicola_NO8.fna
NAHS01000330.1,GiApicola_NO8.fna
NAHS01000331.1,GiApicola_NO8.fna
NAHS01000332.1,GiApicola_NO8.fna
NAHS01000333.1,GiApicola_NO8.fna
NAHS01000334.1,GiApicola_NO8.fna
NAHS01000335.1,GiApicola_NO8.fna
NAHS01000336.1,GiApicola_NO8.fna
NAHS01000337.1,GiApicola_NO8.fna
NAHS01000338.1,GiApicola_NO8.fna
NAHS01000339.1,GiApicola_NO8.fna
NAHS01000034.1,GiApicola_NO8.fna
NAHS01000340.1,GiApicola_NO8.fna
NAHS01000341.1,GiApicola_NO8.fna
NAHS01000342.1,GiApicola_NO8.fna
NAHS01000343.1,GiApicola_NO8.fna
NAHS01000344.1,GiApicola_NO8.fna
NAHS01000345.1,GiApicola_NO8.fna
NAHS01000346.1,GiApicola_NO8.fna
NAHS01000347.1,GiApicola_NO8.fna
NAHS01000348.1,GiApicola_NO8.fna
NAHS01000349.1,GiApicola_NO8.fna
NAHS01000035.1,GiApicola_NO8.fna
NAHS01000350.1,GiApicola_NO8.fna
NAHS01000351.1,GiApicola_NO8.fna
NAHS01000352.1,GiApicola_NO8.fna
NAHS01000353.1,GiApicola_NO8.fna
NAHS01000354.1,GiApicola_NO8.fna
NAHS01000355.1,GiApicola_NO8.fna
NAHS01000356.1,GiApicola_NO8.fna
NAHS01000357.1,GiApicola_NO8.fna
NAHS01000358.1,GiApicola_NO8.fna
NAHS01000359.1,GiApicola_NO8.fna
NAHS01000036.1,GiApicola_NO8.fna
NAHS01000360.1,GiApicola_NO8.fna
NAHS01000361.1,GiApicola_NO8.fna
NAHS01000362.1,GiApicola_NO8.fna
NAHS01000363.1,GiApicola_NO8.fna
NAHS01000364.1,GiApicola_NO8.fna
NAHS01000365.1,GiApicola_NO8.fna
NAHS01000366.1,GiApicola_NO8.fna
NAHS01000367.1,GiApicola_NO8.fna
NAHS01000368.1,GiApicola_NO8.fna
NAHS01000369.1,GiApicola_NO8.fna
NAHS01000037.1,GiApicola_NO8.fna
NAHS01000370.1,GiApicola_NO8.fna
NAHS01000371.1,GiApicola_NO8.fna
NAHS01000372.1,GiApicola_NO8.fna
NAHS01000373.1,GiApicola_NO8.fna
NAHS01000374.1,GiApicola_NO8.fna
NAHS01000375.1,GiApicola_NO8.fna
NAHS01000376.1,GiApicola_NO8.fna
NAHS01000377.1,GiApicola_NO8.fna
NAHS01000378.1,GiApicola_NO8.fna
NAHS01000379.1,GiApicola_NO8.fna
NAHS01000038.1,GiApicola_NO8.fna
NAHS01000380.1,GiApicola_NO8.fna
NAHS01000381.1,GiApicola_NO8.fna
NAHS01000382.1,GiApicola_NO8.fna
NAHS01000383.1,GiApicola_NO8.fna
NAHS01000384.1,GiApicola_NO8.fna
NAHS01000385.1,GiApicola_NO8.fna
NAHS01000386.1,GiApicola_NO8.fna
NAHS01000387.1,GiApicola_NO8.fna
NAHS01000388.1,GiApicola_NO8.fna
NAHS01000389.1,GiApicola_NO8.fna
NAHS01000039.1,GiApicola_NO8.fna
NAHS01000390.1,GiApicola_NO8.fna
NAHS01000391.1,GiApicola_NO8.fna
NAHS01000392.1,GiApicola_NO8.fna
NAHS01000393.1,GiApicola_NO8.fna
NAHS01000394.1,GiApicola_NO8.fna
NAHS01000395.1,GiApicola_NO8.fna
NAHS01000396.1,GiApicola_NO8.fna
NAHS01000397.1,GiApicola_NO8.fna
NAHS01000398.1,GiApicola_NO8.fna
NAHS01000399.1,GiApicola_NO8.fna
NAHS01000004.1,GiApicola_NO8.fna
NAHS01000040.1,GiApicola_NO8.fna
NAHS01000400.1,GiApicola_NO8.fna
NAHS01000401.1,GiApicola_NO8.fna
NAHS01000402.1,GiApicola_NO8.fna
NAHS01000403.1,GiApicola_NO8.fna
NAHS01000404.1,GiApicola_NO8.fna
NAHS01000405.1,GiApicola_NO8.fna
NAHS01000406.1,GiApicola_NO8.fna
NAHS01000407.1,GiApicola_NO8.fna
NAHS01000408.1,GiApicola_NO8.fna
NAHS01000409.1,GiApicola_NO8.fna
NAHS01000041.1,GiApicola_NO8.fna
NAHS01000410.1,GiApicola_NO8.fna
NAHS01000411.1,GiApicola_NO8.fna
NAHS01000412.1,GiApicola_NO8.fna
NAHS01000413.1,GiApicola_NO8.fna
NAHS01000414.1,GiApicola_NO8.fna
NAHS01000415.1,GiApicola_NO8.fna
NAHS01000416.1,GiApicola_NO8.fna
NAHS01000417.1,GiApicola_NO8.fna
NAHS01000418.1,GiApicola_NO8.fna
NAHS01000419.1,GiApicola_NO8.fna
NAHS01000042.1,GiApicola_NO8.fna
NAHS01000420.1,GiApicola_NO8.fna
NAHS01000421.1,GiApicola_NO8.fna
NAHS01000422.1,GiApicola_NO8.fna
NAHS01000423.1,GiApicola_NO8.fna
NAHS01000424.1,GiApicola_NO8.fna
NAHS01000425.1,GiApicola_NO8.fna
NAHS01000426.1,GiApicola_NO8.fna
NAHS01000427.1,GiApicola_NO8.fna
NAHS01000428.1,GiApicola_NO8.fna
NAHS01000429.1,GiApicola_NO8.fna
NAHS01000043.1,GiApicola_NO8.fna
NAHS01000430.1,GiApicola_NO8.fna
NAHS01000431.1,GiApicola_NO8.fna
NAHS01000432.1,GiApicola_NO8.fna
NAHS01000433.1,GiApicola_NO8.fna
NAHS01000434.1,GiApicola_NO8.fna
NAHS01000435.1,GiApicola_NO8.fna
NAHS01000436.1,GiApicola_NO8.fna
NAHS01000437.1,GiApicola_NO8.fna
NAHS01000438.1,GiApicola_NO8.fna
NAHS01000439.1,GiApicola_NO8.fna
NAHS01000044.1,GiApicola_NO8.fna
NAHS01000440.1,GiApicola_NO8.fna
NAHS01000441.1,GiApicola_NO8.fna
NAHS01000442.1,GiApicola_NO8.fna
NAHS01000443.1,GiApicola_NO8.fna
NAHS01000444.1,GiApicola_NO8.fna
NAHS01000445.1,GiApicola_NO8.fna
NAHS01000446.1,GiApicola_NO8.fna
NAHS01000447.1,GiApicola_NO8.fna
NAHS01000448.1,GiApicola_NO8.fna
NAHS01000449.1,GiApicola_NO8.fna
NAHS01000045.1,GiApicola_NO8.fna
NAHS01000450.1,GiApicola_NO8.fna
NAHS01000451.1,GiApicola_NO8.fna
NAHS01000452.1,GiApicola_NO8.fna
NAHS01000453.1,GiApicola_NO8.fna
NAHS01000454.1,GiApicola_NO8.fna
NAHS01000455.1,GiApicola_NO8.fna
NAHS01000456.1,GiApicola_NO8.fna
NAHS01000457.1,GiApicola_NO8.fna
NAHS01000458.1,GiApicola_NO8.fna
NAHS01000459.1,GiApicola_NO8.fna
NAHS01000046.1,GiApicola_NO8.fna
NAHS01000460.1,GiApicola_NO8.fna
NAHS01000461.1,GiApicola_NO8.fna
NAHS01000462.1,GiApicola_NO8.fna
NAHS01000463.1,GiApicola_NO8.fna
NAHS01000464.1,GiApicola_NO8.fna
NAHS01000465.1,GiApicola_NO8.fna
NAHS01000466.1,GiApicola_NO8.fna
NAHS01000467.1,GiApicola_NO8.fna
NAHS01000468.1,GiApicola_NO8.fna
NAHS01000469.1,GiApicola_NO8.fna
NAHS01000047.1,GiApicola_NO8.fna
NAHS01000470.1,GiApicola_NO8.fna
NAHS01000471.1,GiApicola_NO8.fna
NAHS01000472.1,GiApicola_NO8.fna
NAHS01000473.1,GiApicola_NO8.fna
NAHS01000474.1,GiApicola_NO8.fna
NAHS01000475.1,GiApicola_NO8.fna
NAHS01000476.1,GiApicola_NO8.fna
NAHS01000477.1,GiApicola_NO8.fna
NAHS01000478.1,GiApicola_NO8.fna
NAHS01000479.1,GiApicola_NO8.fna
NAHS01000048.1,GiApicola_NO8.fna
NAHS01000480.1,GiApicola_NO8.fna
NAHS01000481.1,GiApicola_NO8.fna
NAHS01000482.1,GiApicola_NO8.fna
NAHS01000483.1,GiApicola_NO8.fna
NAHS01000484.1,GiApicola_NO8.fna
NAHS01000485.1,GiApicola_NO8.fna
NAHS01000486.1,GiApicola_NO8.fna
NAHS01000487.1,GiApicola_NO8.fna
NAHS01000488.1,GiApicola_NO8.fna
NAHS01000489.1,GiApicola_NO8.fna
NAHS01000049.1,GiApicola_NO8.fna
NAHS01000490.1,GiApicola_NO8.fna
NAHS01000491.1,GiApicola_NO8.fna
NAHS01000492.1,GiApicola_NO8.fna
NAHS01000493.1,GiApicola_NO8.fna
NAHS01000494.1,GiApicola_NO8.fna
NAHS01000495.1,GiApicola_NO8.fna
NAHS01000496.1,GiApicola_NO8.fna
NAHS01000497.1,GiApicola_NO8.fna
NAHS01000498.1,GiApicola_NO8.fna
NAHS01000499.1,GiApicola_NO8.fna
NAHS01000005.1,GiApicola_NO8.fna
NAHS01000050.1,GiApicola_NO8.fna
NAHS01000500.1,GiApicola_NO8.fna
NAHS01000501.1,GiApicola_NO8.fna
NAHS01000502.1,GiApicola_NO8.fna
NAHS01000503.1,GiApicola_NO8.fna
NAHS01000504.1,GiApicola_NO8.fna
NAHS01000505.1,GiApicola_NO8.fna
NAHS01000506.1,GiApicola_NO8.fna
NAHS01000507.1,GiApicola_NO8.fna
NAHS01000508.1,GiApicola_NO8.fna
NAHS01000509.1,GiApicola_NO8.fna
NAHS01000051.1,GiApicola_NO8.fna
NAHS01000510.1,GiApicola_NO8.fna
NAHS01000511.1,GiApicola_NO8.fna
NAHS01000512.1,GiApicola_NO8.fna
NAHS01000513.1,GiApicola_NO8.fna
NAHS01000514.1,GiApicola_NO8.fna
NAHS01000515.1,GiApicola_NO8.fna
NAHS01000516.1,GiApicola_NO8.fna
NAHS01000517.1,GiApicola_NO8.fna
NAHS01000518.1,GiApicola_NO8.fna
NAHS01000519.1,GiApicola_NO8.fna
NAHS01000052.1,GiApicola_NO8.fna
NAHS01000520.1,GiApicola_NO8.fna
NAHS01000521.1,GiApicola_NO8.fna
NAHS01000522.1,GiApicola_NO8.fna
NAHS01000523.1,GiApicola_NO8.fna
NAHS01000524.1,GiApicola_NO8.fna
NAHS01000525.1,GiApicola_NO8.fna
NAHS01000526.1,GiApicola_NO8.fna
NAHS01000527.1,GiApicola_NO8.fna
NAHS01000528.1,GiApicola_NO8.fna
NAHS01000529.1,GiApicola_NO8.fna
NAHS01000053.1,GiApicola_NO8.fna
NAHS01000054.1,GiApicola_NO8.fna
NAHS01000055.1,GiApicola_NO8.fna
NAHS01000056.1,GiApicola_NO8.fna
NAHS01000057.1,GiApicola_NO8.fna
NAHS01000058.1,GiApicola_NO8.fna
NAHS01000059.1,GiApicola_NO8.fna
NAHS01000006.1,GiApicola_NO8.fna
NAHS01000060.1,GiApicola_NO8.fna
NAHS01000061.1,GiApicola_NO8.fna
NAHS01000062.1,GiApicola_NO8.fna
NAHS01000063.1,GiApicola_NO8.fna
NAHS01000064.1,GiApicola_NO8.fna
NAHS01000065.1,GiApicola_NO8.fna
NAHS01000066.1,GiApicola_NO8.fna
NAHS01000067.1,GiApicola_NO8.fna
NAHS01000068.1,GiApicola_NO8.fna
NAHS01000069.1,GiApicola_NO8.fna
NAHS01000007.1,GiApicola_NO8.fna
NAHS01000070.1,GiApicola_NO8.fna
NAHS01000071.1,GiApicola_NO8.fna
NAHS01000072.1,GiApicola_NO8.fna
NAHS01000073.1,GiApicola_NO8.fna
NAHS01000074.1,GiApicola_NO8.fna
NAHS01000075.1,GiApicola_NO8.fna
NAHS01000076.1,GiApicola_NO8.fna
NAHS01000077.1,GiApicola_NO8.fna
NAHS01000078.1,GiApicola_NO8.fna
