protein	phage_seq	prot_num
CP019717.1||0_partial_2__00072	CP019717.1||0_partial_2	72
CP019717.1||0_partial_2__00073	CP019717.1||0_partial_2	73
CP019717.1||0_partial_2__00074	CP019717.1||0_partial_2	74
CP019717.1||0_partial_2__00075	CP019717.1||0_partial_2	75
CP019717.1||0_partial_2__00076	CP019717.1||0_partial_2	76
CP019717.1||0_partial_2__00077	CP019717.1||0_partial_2	77
CP019717.1||0_partial_2__00078	CP019717.1||0_partial_2	78
CP019717.1||0_partial_2__00079	CP019717.1||0_partial_2	79
CP019717.1||0_partial_2__00080	CP019717.1||0_partial_2	80
CP019717.1||0_partial_2__00081	CP019717.1||0_partial_2	81
CP019717.1||0_partial_2__00082	CP019717.1||0_partial_2	82
CP019717.1||0_partial_2__00083	CP019717.1||0_partial_2	83
CP019717.1||0_partial_2__00084	CP019717.1||0_partial_2	84
CP019717.1||0_partial_2__00085	CP019717.1||0_partial_2	85
CP019717.1||0_partial_2__00086	CP019717.1||0_partial_2	86
CP019717.1||0_partial_2__00087	CP019717.1||0_partial_2	87
CP019717.1||0_partial_2__00088	CP019717.1||0_partial_2	88
CP019717.1||0_partial_2__00089	CP019717.1||0_partial_2	89
CP019717.1||0_partial_2__00090	CP019717.1||0_partial_2	90
CP019717.1||0_partial_2__00091	CP019717.1||0_partial_2	91
CP019717.1||0_partial_2__00092	CP019717.1||0_partial_2	92
CP019717.1||0_partial_2__00093	CP019717.1||0_partial_2	93
CP019717.1||0_partial_2__00094	CP019717.1||0_partial_2	94
CP019717.1||0_partial_2__00095	CP019717.1||0_partial_2	95
CP019717.1||0_partial_2__00096	CP019717.1||0_partial_2	96
CP019717.1||0_partial_2__00097	CP019717.1||0_partial_2	97
CP019717.1||0_partial_2__00098	CP019717.1||0_partial_2	98
CP019717.1||0_partial_2__00099	CP019717.1||0_partial_2	99
CP019717.1||0_partial_2__00100	CP019717.1||0_partial_2	100
CP019717.1||0_partial_2__00101	CP019717.1||0_partial_2	101
CP019717.1||0_partial_2__00102	CP019717.1||0_partial_2	102
CP019717.1||0_partial_2__00103	CP019717.1||0_partial_2	103
CP019717.1||0_partial_2__00104	CP019717.1||0_partial_2	104
CP019717.1||0_partial_2__00105	CP019717.1||0_partial_2	105
CP019717.1||0_partial_2__00106	CP019717.1||0_partial_2	106
CP019717.1||0_partial_2__00107	CP019717.1||0_partial_2	107
CP019717.1||0_partial_2__00108	CP019717.1||0_partial_2	108
CP019717.1||0_partial_2__00109	CP019717.1||0_partial_2	109
CP019717.1||0_partial_2__00110	CP019717.1||0_partial_2	110
CP019717.1||0_partial_2__00111	CP019717.1||0_partial_2	111
CP019717.1||0_partial_2__00112	CP019717.1||0_partial_2	112
CP019717.1||0_partial_2__00113	CP019717.1||0_partial_2	113
CP019717.1||0_partial_2__00114	CP019717.1||0_partial_2	114
CP019717.1||0_partial_2__00115	CP019717.1||0_partial_2	115
CP019717.1||0_partial_2__00116	CP019717.1||0_partial_2	116
CP019717.1||0_partial_2__00117	CP019717.1||0_partial_2	117
CP019717.1||0_partial_2__00118	CP019717.1||0_partial_2	118
CP019717.1||0_partial_2__00119	CP019717.1||0_partial_2	119
CP019717.1||0_partial_2__00120	CP019717.1||0_partial_2	120
CP019717.1||0_partial_2__00121	CP019717.1||0_partial_2	121
CP019717.1||0_partial_2__00122	CP019717.1||0_partial_2	122
CP019717.1||0_partial_2__00123	CP019717.1||0_partial_2	123
CP019717.1||0_partial_2__00124	CP019717.1||0_partial_2	124
CP019717.1||0_partial_2__00125	CP019717.1||0_partial_2	125
CP019717.1||0_partial_2__00126	CP019717.1||0_partial_2	126
CP019717.1||0_partial_2__00127	CP019717.1||0_partial_2	127
CP019717.1||0_partial_2__00128	CP019717.1||0_partial_2	128
CP019717.1||0_partial_2__00129	CP019717.1||0_partial_2	129
CP019717.1||0_partial_2__00130	CP019717.1||0_partial_2	130
CP019717.1||0_partial_2__00131	CP019717.1||0_partial_2	131
CP019717.1||0_partial_2__00132	CP019717.1||0_partial_2	132
CP019717.1||0_partial_2__00133	CP019717.1||0_partial_2	133
CP019717.1||0_partial_2__00134	CP019717.1||0_partial_2	134
CP019717.1||0_partial_2__00135	CP019717.1||0_partial_2	135
CP019717.1||0_partial_2__00136	CP019717.1||0_partial_2	136
CP019717.1||0_partial_2__00137	CP019717.1||0_partial_2	137
CP019717.1||0_partial_2__00138	CP019717.1||0_partial_2	138
CP019717.1||0_partial_2__00139	CP019717.1||0_partial_2	139
CP019717.1||0_partial_2__00140	CP019717.1||0_partial_2	140
CP019717.1||0_partial_2__00141	CP019717.1||0_partial_2	141
CP019717.1||0_partial_2__00142	CP019717.1||0_partial_2	142
CP019717.1||0_partial_2__00143	CP019717.1||0_partial_2	143
CP019717.1||0_partial_2__00144	CP019717.1||0_partial_2	144
CP019717.1||0_partial_2__00145	CP019717.1||0_partial_2	145
CP019717.1||0_partial_2__00146	CP019717.1||0_partial_2	146
CP019717.1||0_partial_2__00147	CP019717.1||0_partial_2	147
CP019717.1||0_partial_2__00148	CP019717.1||0_partial_2	148
CP019717.1||0_partial_2__00149	CP019717.1||0_partial_2	149
CP019717.1||0_partial_2__00150	CP019717.1||0_partial_2	150
CP019717.1||0_partial_2__00151	CP019717.1||0_partial_2	151
CP019717.1||0_partial_2__00152	CP019717.1||0_partial_2	152
CP019717.1||0_partial_2__00153	CP019717.1||0_partial_2	153
CP019717.1||0_partial_2__00154	CP019717.1||0_partial_2	154
CP019717.1||0_partial_2__00155	CP019717.1||0_partial_2	155
CP019717.1||0_partial_2__00156	CP019717.1||0_partial_2	156
CP019717.1||0_partial_2__00157	CP019717.1||0_partial_2	157
CP019717.1||0_partial_2__00158	CP019717.1||0_partial_2	158
CP019717.1||0_partial_2__00159	CP019717.1||0_partial_2	159
CP019717.1||0_partial_2__00160	CP019717.1||0_partial_2	160
CP019717.1||0_partial_2__00161	CP019717.1||0_partial_2	161
CP019717.1||0_partial_2__00162	CP019717.1||0_partial_2	162
CP019717.1||0_partial_2__00163	CP019717.1||0_partial_2	163
CP019717.1||0_partial_2__00164	CP019717.1||0_partial_2	164
CP019717.1||0_partial_2__00165	CP019717.1||0_partial_2	165
CP019717.1||0_partial_2__00166	CP019717.1||0_partial_2	166
CP019717.1||0_partial_2__00167	CP019717.1||0_partial_2	167
CP019717.1||0_partial_2__00168	CP019717.1||0_partial_2	168
CP019717.1||0_partial_2__00169	CP019717.1||0_partial_2	169
CP019717.1||0_partial_2__00170	CP019717.1||0_partial_2	170
CP019717.1||0_partial_2__00171	CP019717.1||0_partial_2	171
CP019717.1||0_partial_2__00172	CP019717.1||0_partial_2	172
CP019717.1||0_partial_2__00173	CP019717.1||0_partial_2	173
CP019717.1||0_partial_2__00174	CP019717.1||0_partial_2	174
CP019717.1||0_partial_2__00175	CP019717.1||0_partial_2	175
CP019717.1||0_partial_2__00176	CP019717.1||0_partial_2	176
CP019717.1||0_partial_2__00177	CP019717.1||0_partial_2	177
CP019717.1||0_partial_2__00178	CP019717.1||0_partial_2	178
CP019717.1||0_partial_2__00179	CP019717.1||0_partial_2	179
CP019717.1||0_partial_2__00180	CP019717.1||0_partial_2	180
CP019717.1||0_partial_2__00181	CP019717.1||0_partial_2	181
CP019717.1||0_partial_2__00182	CP019717.1||0_partial_2	182
CP019717.1||0_partial_3__00001	CP019717.1||0_partial_3	1
CP019717.1||0_partial_3__00002	CP019717.1||0_partial_3	2
CP019717.1||0_partial_3__00003	CP019717.1||0_partial_3	3
CP019717.1||0_partial_3__00004	CP019717.1||0_partial_3	4
CP019717.1||0_partial_3__00005	CP019717.1||0_partial_3	5
CP019717.1||0_partial_3__00006	CP019717.1||0_partial_3	6
CP019717.1||0_partial_3__00007	CP019717.1||0_partial_3	7
CP019717.1||0_partial_3__00008	CP019717.1||0_partial_3	8
CP019717.1||0_partial_3__00009	CP019717.1||0_partial_3	9
CP019717.1||0_partial_3__00010	CP019717.1||0_partial_3	10
CP019717.1||0_partial_3__00011	CP019717.1||0_partial_3	11
CP019717.1||0_partial_3__00012	CP019717.1||0_partial_3	12
CP019717.1||0_partial_3__00013	CP019717.1||0_partial_3	13
CP019717.1||0_partial_3__00014	CP019717.1||0_partial_3	14
CP019717.1||0_partial_3__00015	CP019717.1||0_partial_3	15
CP019717.1||0_partial_3__00016	CP019717.1||0_partial_3	16
CP019717.1||0_partial_3__00017	CP019717.1||0_partial_3	17
CP019717.1||0_partial_3__00018	CP019717.1||0_partial_3	18
CP019717.1||0_partial_3__00019	CP019717.1||0_partial_3	19
CP019717.1||0_partial_3__00020	CP019717.1||0_partial_3	20
CP019717.1||0_partial_3__00021	CP019717.1||0_partial_3	21
CP019717.1||0_partial_3__00022	CP019717.1||0_partial_3	22
CP019717.1||0_partial_3__00023	CP019717.1||0_partial_3	23
CP019717.1||0_partial_3__00024	CP019717.1||0_partial_3	24
CP019717.1||0_partial_3__00025	CP019717.1||0_partial_3	25
CP019717.1||0_partial_3__00026	CP019717.1||0_partial_3	26
CP019717.1||0_partial_3__00027	CP019717.1||0_partial_3	27
CP019717.1||0_partial_3__00028	CP019717.1||0_partial_3	28
CP019717.1||0_partial_3__00029	CP019717.1||0_partial_3	29
CP019717.1||0_partial_3__00030	CP019717.1||0_partial_3	30
CP019717.1||0_partial_3__00031	CP019717.1||0_partial_3	31
CP019717.1||0_partial_3__00032	CP019717.1||0_partial_3	32
CP019717.1||0_partial_3__00033	CP019717.1||0_partial_3	33
CP019717.1||0_partial_3__00034	CP019717.1||0_partial_3	34
CP019717.1||0_partial_3__00035	CP019717.1||0_partial_3	35
CP019717.1||0_partial_3__00036	CP019717.1||0_partial_3	36
CP019717.1||0_partial_3__00037	CP019717.1||0_partial_3	37
CP019717.1||0_partial_3__00038	CP019717.1||0_partial_3	38
CP019717.1||0_partial_3__00039	CP019717.1||0_partial_3	39
CP019717.1||0_partial_3__00040	CP019717.1||0_partial_3	40
CP019717.1||0_partial_3__00041	CP019717.1||0_partial_3	41
CP019717.1||0_partial_3__00042	CP019717.1||0_partial_3	42
CP019717.1||0_partial_3__00043	CP019717.1||0_partial_3	43
CP019717.1||0_partial_3__00044	CP019717.1||0_partial_3	44
CP019717.1||0_partial_3__00045	CP019717.1||0_partial_3	45
CP019717.1||0_partial_3__00046	CP019717.1||0_partial_3	46
CP019717.1||0_partial_3__00047	CP019717.1||0_partial_3	47
CP019717.1||0_partial_3__00048	CP019717.1||0_partial_3	48
CP019717.1||0_partial_3__00049	CP019717.1||0_partial_3	49
CP019717.1||0_partial_3__00050	CP019717.1||0_partial_3	50
CP019717.1||0_partial_3__00051	CP019717.1||0_partial_3	51
CP019717.1||0_partial_3__00052	CP019717.1||0_partial_3	52
CP019717.1||0_partial_3__00053	CP019717.1||0_partial_3	53
CP019717.1||0_partial_3__00054	CP019717.1||0_partial_3	54
CP019717.1||0_partial_3__00055	CP019717.1||0_partial_3	55
CP019717.1||0_partial_3__00056	CP019717.1||0_partial_3	56
CP019717.1||0_partial_3__00057	CP019717.1||0_partial_3	57
CP019717.1||0_partial_3__00058	CP019717.1||0_partial_3	58
CP019717.1||0_partial_3__00059	CP019717.1||0_partial_3	59
CP019717.1||0_partial_3__00060	CP019717.1||0_partial_3	60
CP019717.1||0_partial_3__00061	CP019717.1||0_partial_3	61
CP019717.1||0_partial_3__00062	CP019717.1||0_partial_3	62
CP019717.1||0_partial_3__00063	CP019717.1||0_partial_3	63
CP019717.1||0_partial_3__00064	CP019717.1||0_partial_3	64
CP019717.1||1_partial_1__00001	CP019717.1||1_partial_1	1
CP019717.1||1_partial_1__00002	CP019717.1||1_partial_1	2
CP019717.1||1_partial_1__00003	CP019717.1||1_partial_1	3
CP019717.1||1_partial_1__00004	CP019717.1||1_partial_1	4
CP019717.1||1_partial_1__00005	CP019717.1||1_partial_1	5
CP019717.1||1_partial_1__00006	CP019717.1||1_partial_1	6
CP019717.1||1_partial_1__00007	CP019717.1||1_partial_1	7
CP019717.1||1_partial_1__00008	CP019717.1||1_partial_1	8
CP019717.1||1_partial_1__00009	CP019717.1||1_partial_1	9
CP019717.1||1_partial_1__00010	CP019717.1||1_partial_1	10
CP019717.1||1_partial_1__00011	CP019717.1||1_partial_1	11
CP019717.1||1_partial_1__00012	CP019717.1||1_partial_1	12
CP019717.1||1_partial_1__00013	CP019717.1||1_partial_1	13
CP019717.1||1_partial_1__00014	CP019717.1||1_partial_1	14
CP019717.1||1_partial_1__00015	CP019717.1||1_partial_1	15
CP019717.1||1_partial_1__00016	CP019717.1||1_partial_1	16
CP019717.1||1_partial_1__00017	CP019717.1||1_partial_1	17
CP019717.1||1_partial_1__00018	CP019717.1||1_partial_1	18
CP019717.1||1_partial_1__00019	CP019717.1||1_partial_1	19
CP019717.1||1_partial_1__00020	CP019717.1||1_partial_1	20
CP019717.1||1_partial_1__00021	CP019717.1||1_partial_1	21
CP019717.1||1_partial_1__00022	CP019717.1||1_partial_1	22
CP019717.1||1_partial_1__00023	CP019717.1||1_partial_1	23
CP019717.1||1_partial_1__00024	CP019717.1||1_partial_1	24
CP019717.1||1_partial_1__00025	CP019717.1||1_partial_1	25
CP019717.1||1_partial_1__00026	CP019717.1||1_partial_1	26
CP019717.1||1_partial_1__00027	CP019717.1||1_partial_1	27
CP019717.1||1_partial_1__00028	CP019717.1||1_partial_1	28
CP019717.1||1_partial_1__00029	CP019717.1||1_partial_1	29
CP019717.1||1_partial_1__00030	CP019717.1||1_partial_1	30
CP019717.1||1_partial_1__00031	CP019717.1||1_partial_1	31
CP019717.1||1_partial_1__00032	CP019717.1||1_partial_1	32
CP019717.1||1_partial_1__00033	CP019717.1||1_partial_1	33
CP019717.1||1_partial_1__00034	CP019717.1||1_partial_1	34
CP019717.1||1_partial_1__00035	CP019717.1||1_partial_1	35
CP019717.1||1_partial_1__00036	CP019717.1||1_partial_1	36
CP019717.1||1_partial_1__00037	CP019717.1||1_partial_1	37
CP019717.1||1_partial_1__00038	CP019717.1||1_partial_1	38
CP019717.1||1_partial_1__00039	CP019717.1||1_partial_1	39
CP019717.1||1_partial_1__00040	CP019717.1||1_partial_1	40
CP019717.1||1_partial_1__00041	CP019717.1||1_partial_1	41
CP019717.1||1_partial_1__00042	CP019717.1||1_partial_1	42
CP019717.1||1_partial_1__00043	CP019717.1||1_partial_1	43
CP019717.1||1_partial_1__00044	CP019717.1||1_partial_1	44
CP019717.1||1_partial_1__00045	CP019717.1||1_partial_1	45
CP019717.1||1_partial_1__00046	CP019717.1||1_partial_1	46
CP019717.1||1_partial_1__00047	CP019717.1||1_partial_1	47
CP019717.1||1_partial_1__00048	CP019717.1||1_partial_1	48
CP019717.1||1_partial_1__00049	CP019717.1||1_partial_1	49
CP019717.1||1_partial_1__00050	CP019717.1||1_partial_1	50
CP019717.1||1_partial_1__00051	CP019717.1||1_partial_1	51
CP019717.1||1_partial_1__00052	CP019717.1||1_partial_1	52
CP019717.1||1_partial_1__00053	CP019717.1||1_partial_1	53
CP019717.1||1_partial_1__00054	CP019717.1||1_partial_1	54
CP019717.1||1_partial_1__00055	CP019717.1||1_partial_1	55
CP019717.1||1_partial_1__00056	CP019717.1||1_partial_1	56
CP019717.1||1_partial_1__00057	CP019717.1||1_partial_1	57
CP019717.1||1_partial_1__00058	CP019717.1||1_partial_1	58
CP019717.1||1_partial_1__00059	CP019717.1||1_partial_1	59
CP019717.1||1_partial_1__00060	CP019717.1||1_partial_1	60
CP019717.1||1_partial_1__00061	CP019717.1||1_partial_1	61
CP019717.1||1_partial_1__00062	CP019717.1||1_partial_1	62
CP019717.1||1_partial_1__00063	CP019717.1||1_partial_1	63
CP019717.1||1_partial_1__00064	CP019717.1||1_partial_1	64
CP019717.1||1_partial_1__00065	CP019717.1||1_partial_1	65
CP019717.1||1_partial_1__00066	CP019717.1||1_partial_1	66
CP019717.1||1_partial_1__00067	CP019717.1||1_partial_1	67
CP019717.1||1_partial_1__00068	CP019717.1||1_partial_1	68
CP019717.1||1_partial_1__00069	CP019717.1||1_partial_1	69
CP019717.1||1_partial_1__00070	CP019717.1||1_partial_1	70
CP019717.1||1_partial_1__00071	CP019717.1||1_partial_1	71
CP019717.1||1_partial_1__00072	CP019717.1||1_partial_1	72
CP019717.1||1_partial_1__00073	CP019717.1||1_partial_1	73
CP019717.1||1_partial_1__00074	CP019717.1||1_partial_1	74
CP019717.1||1_partial_1__00075	CP019717.1||1_partial_1	75
CP019717.1||1_partial_1__00076	CP019717.1||1_partial_1	76
CP019717.1||1_partial_1__00077	CP019717.1||1_partial_1	77
CP019717.1||1_partial_1__00078	CP019717.1||1_partial_1	78
CP019717.1||1_partial_1__00079	CP019717.1||1_partial_1	79
CP019717.1||1_partial_1__00080	CP019717.1||1_partial_1	80
CP019717.1||1_partial_1__00081	CP019717.1||1_partial_1	81
CP019717.1||1_partial_1__00082	CP019717.1||1_partial_1	82
CP019717.1||1_partial_1__00083	CP019717.1||1_partial_1	83
CP019717.1||1_partial_1__00084	CP019717.1||1_partial_1	84
CP019717.1||1_partial_1__00085	CP019717.1||1_partial_1	85
CP019717.1||1_partial_1__00086	CP019717.1||1_partial_1	86
CP019717.1||1_partial_1__00087	CP019717.1||1_partial_1	87
CP019717.1||1_partial_1__00088	CP019717.1||1_partial_1	88
CP019717.1||1_partial_1__00089	CP019717.1||1_partial_1	89
CP019717.1||1_partial_2__00001	CP019717.1||1_partial_2	1
CP019717.1||1_partial_2__00002	CP019717.1||1_partial_2	2
CP019717.1||1_partial_2__00003	CP019717.1||1_partial_2	3
CP019717.1||1_partial_2__00004	CP019717.1||1_partial_2	4
CP019717.1||1_partial_2__00005	CP019717.1||1_partial_2	5
CP019717.1||1_partial_2__00006	CP019717.1||1_partial_2	6
CP019717.1||1_partial_2__00007	CP019717.1||1_partial_2	7
CP019717.1||1_partial_2__00008	CP019717.1||1_partial_2	8
CP019717.1||1_partial_2__00009	CP019717.1||1_partial_2	9
CP019717.1||1_partial_2__00010	CP019717.1||1_partial_2	10
CP019717.1||1_partial_2__00011	CP019717.1||1_partial_2	11
CP019717.1||1_partial_2__00012	CP019717.1||1_partial_2	12
CP019717.1||1_partial_2__00013	CP019717.1||1_partial_2	13
CP019717.1||1_partial_2__00014	CP019717.1||1_partial_2	14
CP019717.1||1_partial_2__00015	CP019717.1||1_partial_2	15
CP019717.1||1_partial_2__00016	CP019717.1||1_partial_2	16
CP019717.1||1_partial_2__00017	CP019717.1||1_partial_2	17
CP019717.1||1_partial_2__00018	CP019717.1||1_partial_2	18
CP019717.1||1_partial_2__00019	CP019717.1||1_partial_2	19
CP019717.1||1_partial_2__00020	CP019717.1||1_partial_2	20
CP019717.1||1_partial_2__00021	CP019717.1||1_partial_2	21
CP019717.1||1_partial_2__00022	CP019717.1||1_partial_2	22
CP019717.1||1_partial_2__00023	CP019717.1||1_partial_2	23
CP019717.1||1_partial_2__00024	CP019717.1||1_partial_2	24
CP019717.1||1_partial_2__00025	CP019717.1||1_partial_2	25
CP019717.1||1_partial_2__00026	CP019717.1||1_partial_2	26
CP019717.1||1_partial_2__00027	CP019717.1||1_partial_2	27
CP019717.1||1_partial_2__00028	CP019717.1||1_partial_2	28
CP019717.1||1_partial_2__00029	CP019717.1||1_partial_2	29
CP019717.1||1_partial_2__00030	CP019717.1||1_partial_2	30
CP019717.1||1_partial_2__00031	CP019717.1||1_partial_2	31
CP019717.1||1_partial_2__00032	CP019717.1||1_partial_2	32
CP019717.1||1_partial_2__00033	CP019717.1||1_partial_2	33
CP019717.1||1_partial_2__00034	CP019717.1||1_partial_2	34
CP019717.1||1_partial_2__00035	CP019717.1||1_partial_2	35
CP019717.1||1_partial_2__00036	CP019717.1||1_partial_2	36
CP019717.1||1_partial_2__00037	CP019717.1||1_partial_2	37
CP019717.1||1_partial_2__00038	CP019717.1||1_partial_2	38
CP019717.1||1_partial_2__00039	CP019717.1||1_partial_2	39
CP019717.1||1_partial_2__00040	CP019717.1||1_partial_2	40
CP019717.1||1_partial_2__00041	CP019717.1||1_partial_2	41
CP019717.1||1_partial_2__00042	CP019717.1||1_partial_2	42
CP019717.1||1_partial_2__00043	CP019717.1||1_partial_2	43
CP019717.1||1_partial_2__00044	CP019717.1||1_partial_2	44
CP019717.1||1_partial_2__00045	CP019717.1||1_partial_2	45
CP019717.1||1_partial_2__00046	CP019717.1||1_partial_2	46
CP019717.1||1_partial_2__00047	CP019717.1||1_partial_2	47
CP019717.1||1_partial_2__00048	CP019717.1||1_partial_2	48
CP019717.1||1_partial_2__00049	CP019717.1||1_partial_2	49
CP019717.1||1_partial_2__00050	CP019717.1||1_partial_2	50
CP019717.1||1_partial_2__00051	CP019717.1||1_partial_2	51
CP019717.1||1_partial_2__00052	CP019717.1||1_partial_2	52
CP019717.1||1_partial_2__00053	CP019717.1||1_partial_2	53
CP019717.1||1_partial_2__00054	CP019717.1||1_partial_2	54
CP019717.1||1_partial_2__00055	CP019717.1||1_partial_2	55
CP019717.1||1_partial_2__00056	CP019717.1||1_partial_2	56
CP019717.1||1_partial_2__00057	CP019717.1||1_partial_2	57
CP019717.1||1_partial_2__00058	CP019717.1||1_partial_2	58
CP019717.1||1_partial_2__00059	CP019717.1||1_partial_2	59
CP019717.1||1_partial_2__00060	CP019717.1||1_partial_2	60
CP019717.1||1_partial_2__00061	CP019717.1||1_partial_2	61
CP019717.1||1_partial_2__00062	CP019717.1||1_partial_2	62
CP019717.1||1_partial_2__00063	CP019717.1||1_partial_2	63
CP019717.1||1_partial_2__00064	CP019717.1||1_partial_2	64
CP019717.1||1_partial_2__00065	CP019717.1||1_partial_2	65
CP019717.1||1_partial_2__00066	CP019717.1||1_partial_2	66
CP019717.1||1_partial_2__00067	CP019717.1||1_partial_2	67
CP019717.1||1_partial_2__00068	CP019717.1||1_partial_2	68
CP019717.1||2_partial_1__00001	CP019717.1||2_partial_1	1
CP019717.1||2_partial_1__00002	CP019717.1||2_partial_1	2
CP019717.1||2_partial_1__00003	CP019717.1||2_partial_1	3
CP019717.1||2_partial_1__00004	CP019717.1||2_partial_1	4
CP019717.1||2_partial_1__00005	CP019717.1||2_partial_1	5
CP019717.1||2_partial_1__00006	CP019717.1||2_partial_1	6
CP019717.1||2_partial_1__00007	CP019717.1||2_partial_1	7
CP019717.1||2_partial_1__00008	CP019717.1||2_partial_1	8
CP019717.1||2_partial_1__00009	CP019717.1||2_partial_1	9
CP019717.1||2_partial_1__00010	CP019717.1||2_partial_1	10
CP019717.1||2_partial_1__00011	CP019717.1||2_partial_1	11
CP019717.1||2_partial_1__00012	CP019717.1||2_partial_1	12
CP019717.1||2_partial_1__00013	CP019717.1||2_partial_1	13
CP019717.1||2_partial_1__00014	CP019717.1||2_partial_1	14
CP019717.1||2_partial_1__00015	CP019717.1||2_partial_1	15
CP019717.1||2_partial_1__00016	CP019717.1||2_partial_1	16
CP019717.1||2_partial_1__00017	CP019717.1||2_partial_1	17
CP019717.1||2_partial_1__00018	CP019717.1||2_partial_1	18
CP019717.1||2_partial_1__00019	CP019717.1||2_partial_1	19
CP019717.1||2_partial_1__00020	CP019717.1||2_partial_1	20
CP019717.1||2_partial_1__00021	CP019717.1||2_partial_1	21
CP019717.1||2_partial_1__00022	CP019717.1||2_partial_1	22
CP019717.1||2_partial_1__00023	CP019717.1||2_partial_1	23
CP019717.1||2_partial_1__00024	CP019717.1||2_partial_1	24
CP019717.1||2_partial_1__00025	CP019717.1||2_partial_1	25
CP019717.1||2_partial_1__00026	CP019717.1||2_partial_1	26
CP019717.1||2_partial_1__00027	CP019717.1||2_partial_1	27
CP019717.1||2_partial_1__00028	CP019717.1||2_partial_1	28
CP019717.1||2_partial_1__00029	CP019717.1||2_partial_1	29
CP019717.1||2_partial_1__00030	CP019717.1||2_partial_1	30
CP019717.1||2_partial_1__00031	CP019717.1||2_partial_1	31
CP019717.1||2_partial_1__00032	CP019717.1||2_partial_1	32
CP019717.1||2_partial_1__00033	CP019717.1||2_partial_1	33
CP019717.1||2_partial_1__00034	CP019717.1||2_partial_1	34
CP019717.1||2_partial_1__00035	CP019717.1||2_partial_1	35
CP019717.1||2_partial_1__00036	CP019717.1||2_partial_1	36
CP019717.1||2_partial_1__00037	CP019717.1||2_partial_1	37
CP019717.1||2_partial_1__00038	CP019717.1||2_partial_1	38
CP019717.1||2_partial_1__00039	CP019717.1||2_partial_1	39
CP019717.1||2_partial_1__00040	CP019717.1||2_partial_1	40
CP019717.1||2_partial_1__00041	CP019717.1||2_partial_1	41
CP019717.1||2_partial_1__00042	CP019717.1||2_partial_1	42
CP019717.1||2_partial_1__00043	CP019717.1||2_partial_1	43
CP019717.1||2_partial_1__00044	CP019717.1||2_partial_1	44
CP019717.1||2_partial_1__00045	CP019717.1||2_partial_1	45
CP019717.1||2_partial_1__00046	CP019717.1||2_partial_1	46
CP019717.1||2_partial_1__00047	CP019717.1||2_partial_1	47
CP019717.1||2_partial_1__00048	CP019717.1||2_partial_1	48
CP019717.1||2_partial_1__00049	CP019717.1||2_partial_1	49
CP019717.1||2_partial_1__00050	CP019717.1||2_partial_1	50
CP019717.1||2_partial_1__00051	CP019717.1||2_partial_1	51
CP019717.1||2_partial_1__00052	CP019717.1||2_partial_1	52
CP019717.1||2_partial_1__00053	CP019717.1||2_partial_1	53
CP019717.1||2_partial_1__00054	CP019717.1||2_partial_1	54
CP019717.1||2_partial_1__00055	CP019717.1||2_partial_1	55
CP019717.1||2_partial_1__00056	CP019717.1||2_partial_1	56
CP019717.1||2_partial_1__00057	CP019717.1||2_partial_1	57
CP019717.1||2_partial_1__00058	CP019717.1||2_partial_1	58
CP019717.1||2_partial_1__00059	CP019717.1||2_partial_1	59
CP019717.1||2_partial_1__00060	CP019717.1||2_partial_1	60
CP019717.1||2_partial_1__00061	CP019717.1||2_partial_1	61
CP019717.1||2_partial_1__00062	CP019717.1||2_partial_1	62
CP019717.1||3_partial_1__00001	CP019717.1||3_partial_1	1
CP019717.1||3_partial_1__00002	CP019717.1||3_partial_1	2
CP019717.1||3_partial_1__00003	CP019717.1||3_partial_1	3
CP019717.1||3_partial_1__00004	CP019717.1||3_partial_1	4
CP019717.1||3_partial_1__00005	CP019717.1||3_partial_1	5
CP019717.1||3_partial_1__00006	CP019717.1||3_partial_1	6
CP019717.1||3_partial_1__00007	CP019717.1||3_partial_1	7
CP019717.1||3_partial_1__00008	CP019717.1||3_partial_1	8
CP019717.1||3_partial_1__00009	CP019717.1||3_partial_1	9
CP019717.1||3_partial_1__00010	CP019717.1||3_partial_1	10
CP019717.1||3_partial_1__00011	CP019717.1||3_partial_1	11
CP019717.1||3_partial_1__00012	CP019717.1||3_partial_1	12
CP019717.1||3_partial_1__00013	CP019717.1||3_partial_1	13
CP019717.1||3_partial_1__00014	CP019717.1||3_partial_1	14
CP019717.1||3_partial_1__00015	CP019717.1||3_partial_1	15
CP019717.1||3_partial_1__00016	CP019717.1||3_partial_1	16
CP019717.1||3_partial_1__00017	CP019717.1||3_partial_1	17
CP019717.1||3_partial_1__00018	CP019717.1||3_partial_1	18
CP019717.1||3_partial_1__00019	CP019717.1||3_partial_1	19
CP019717.1||3_partial_1__00020	CP019717.1||3_partial_1	20
CP019717.1||3_partial_1__00021	CP019717.1||3_partial_1	21
CP019717.1||3_partial_1__00022	CP019717.1||3_partial_1	22
CP019717.1||3_partial_1__00023	CP019717.1||3_partial_1	23
CP019717.1||3_partial_1__00024	CP019717.1||3_partial_1	24
CP019717.1||3_partial_1__00025	CP019717.1||3_partial_1	25
CP019717.1||3_partial_1__00026	CP019717.1||3_partial_1	26
CP019717.1||3_partial_1__00027	CP019717.1||3_partial_1	27
CP019717.1||3_partial_1__00028	CP019717.1||3_partial_1	28
CP019717.1||3_partial_1__00029	CP019717.1||3_partial_1	29
