protein	phage_seq	prot_num
CP019717.1||3_partial_1__00030	CP019717.1||3_partial_1	30
CP019717.1||3_partial_1__00031	CP019717.1||3_partial_1	31
CP019717.1||3_partial_1__00032	CP019717.1||3_partial_1	32
CP019717.1||3_partial_1__00033	CP019717.1||3_partial_1	33
CP019717.1||3_partial_1__00034	CP019717.1||3_partial_1	34
CP019717.1||3_partial_1__00035	CP019717.1||3_partial_1	35
CP019717.1||3_partial_1__00036	CP019717.1||3_partial_1	36
CP019717.1||3_partial_1__00037	CP019717.1||3_partial_1	37
CP019717.1||3_partial_1__00038	CP019717.1||3_partial_1	38
CP019717.1||3_partial_1__00039	CP019717.1||3_partial_1	39
CP019717.1||3_partial_1__00040	CP019717.1||3_partial_1	40
CP019717.1||3_partial_1__00041	CP019717.1||3_partial_1	41
CP019717.1||3_partial_1__00042	CP019717.1||3_partial_1	42
CP019717.1||3_partial_1__00043	CP019717.1||3_partial_1	43
CP019717.1||3_partial_1__00044	CP019717.1||3_partial_1	44
CP019717.1||3_partial_1__00045	CP019717.1||3_partial_1	45
CP019717.1||3_partial_1__00046	CP019717.1||3_partial_1	46
CP019717.1||3_partial_1__00047	CP019717.1||3_partial_1	47
CP019717.1||3_partial_1__00048	CP019717.1||3_partial_1	48
CP019717.1||3_partial_1__00049	CP019717.1||3_partial_1	49
CP019717.1||3_partial_1__00050	CP019717.1||3_partial_1	50
CP019717.1||3_partial_1__00051	CP019717.1||3_partial_1	51
CP019717.1||3_partial_1__00052	CP019717.1||3_partial_1	52
CP019717.1||3_partial_1__00053	CP019717.1||3_partial_1	53
CP019717.1||3_partial_1__00054	CP019717.1||3_partial_1	54
CP019717.1||3_partial_1__00055	CP019717.1||3_partial_1	55
CP019717.1||3_partial_1__00056	CP019717.1||3_partial_1	56
CP019717.1||3_partial_1__00057	CP019717.1||3_partial_1	57
CP019717.1||3_partial_1__00058	CP019717.1||3_partial_1	58
CP019717.1||3_partial_1__00059	CP019717.1||3_partial_1	59
CP019717.1||3_partial_1__00060	CP019717.1||3_partial_1	60
CP019717.1||3_partial_1__00061	CP019717.1||3_partial_1	61
CP019717.1||3_partial_1__00062	CP019717.1||3_partial_1	62
CP019717.1||3_partial_1__00063	CP019717.1||3_partial_1	63
CP019717.1||3_partial_1__00064	CP019717.1||3_partial_1	64
CP019717.1||3_partial_1__00065	CP019717.1||3_partial_1	65
CP019717.1||3_partial_1__00066	CP019717.1||3_partial_1	66
CP019717.1||3_partial_1__00067	CP019717.1||3_partial_1	67
CP019717.1||3_partial_1__00068	CP019717.1||3_partial_1	68
CP019717.1||3_partial_1__00069	CP019717.1||3_partial_1	69
CP019717.1||3_partial_1__00070	CP019717.1||3_partial_1	70
CP019717.1||3_partial_1__00071	CP019717.1||3_partial_1	71
CP019717.1||3_partial_1__00072	CP019717.1||3_partial_1	72
CP019717.1||4_partial_1__00001	CP019717.1||4_partial_1	1
CP019717.1||4_partial_1__00002	CP019717.1||4_partial_1	2
CP019717.1||4_partial_1__00003	CP019717.1||4_partial_1	3
CP019717.1||4_partial_1__00004	CP019717.1||4_partial_1	4
CP019717.1||4_partial_1__00005	CP019717.1||4_partial_1	5
CP019717.1||4_partial_1__00006	CP019717.1||4_partial_1	6
CP019717.1||4_partial_1__00007	CP019717.1||4_partial_1	7
CP019717.1||4_partial_1__00008	CP019717.1||4_partial_1	8
CP019717.1||4_partial_1__00009	CP019717.1||4_partial_1	9
CP019717.1||4_partial_1__00010	CP019717.1||4_partial_1	10
CP019717.1||4_partial_1__00011	CP019717.1||4_partial_1	11
CP019717.1||4_partial_1__00012	CP019717.1||4_partial_1	12
CP019717.1||4_partial_1__00013	CP019717.1||4_partial_1	13
CP019717.1||4_partial_1__00014	CP019717.1||4_partial_1	14
CP019717.1||4_partial_1__00015	CP019717.1||4_partial_1	15
CP019717.1||4_partial_1__00016	CP019717.1||4_partial_1	16
CP019717.1||4_partial_1__00017	CP019717.1||4_partial_1	17
CP019717.1||4_partial_1__00018	CP019717.1||4_partial_1	18
CP019717.1||4_partial_1__00019	CP019717.1||4_partial_1	19
CP019717.1||4_partial_1__00020	CP019717.1||4_partial_1	20
CP019717.1||4_partial_1__00021	CP019717.1||4_partial_1	21
CP019717.1||4_partial_1__00022	CP019717.1||4_partial_1	22
CP019717.1||4_partial_1__00023	CP019717.1||4_partial_1	23
CP019717.1||4_partial_1__00024	CP019717.1||4_partial_1	24
CP019717.1||4_partial_1__00025	CP019717.1||4_partial_1	25
CP019717.1||4_partial_1__00026	CP019717.1||4_partial_1	26
CP019717.1||4_partial_1__00027	CP019717.1||4_partial_1	27
CP019717.1||4_partial_1__00028	CP019717.1||4_partial_1	28
CP019717.1||4_partial_1__00029	CP019717.1||4_partial_1	29
CP019717.1||4_partial_1__00030	CP019717.1||4_partial_1	30
CP019717.1||4_partial_1__00031	CP019717.1||4_partial_1	31
CP019717.1||4_partial_1__00032	CP019717.1||4_partial_1	32
CP019717.1||4_partial_1__00033	CP019717.1||4_partial_1	33
CP019717.1||4_partial_1__00034	CP019717.1||4_partial_1	34
CP019717.1||4_partial_1__00035	CP019717.1||4_partial_1	35
CP019717.1||4_partial_1__00036	CP019717.1||4_partial_1	36
CP019717.1||4_partial_1__00037	CP019717.1||4_partial_1	37
CP019717.1||4_partial_1__00038	CP019717.1||4_partial_1	38
CP019717.1||4_partial_1__00039	CP019717.1||4_partial_1	39
CP019717.1||4_partial_1__00040	CP019717.1||4_partial_1	40
CP019717.1||4_partial_1__00041	CP019717.1||4_partial_1	41
CP019717.1||4_partial_1__00042	CP019717.1||4_partial_1	42
CP019717.1||4_partial_1__00043	CP019717.1||4_partial_1	43
CP019717.1||4_partial_1__00044	CP019717.1||4_partial_1	44
CP019717.1||4_partial_1__00045	CP019717.1||4_partial_1	45
CP019717.1||4_partial_1__00046	CP019717.1||4_partial_1	46
CP019717.1||4_partial_1__00047	CP019717.1||4_partial_1	47
CP019717.1||4_partial_1__00048	CP019717.1||4_partial_1	48
CP019717.1||4_partial_1__00049	CP019717.1||4_partial_1	49
CP019717.1||4_partial_1__00050	CP019717.1||4_partial_1	50
CP019717.1||4_partial_1__00051	CP019717.1||4_partial_1	51
CP019717.1||4_partial_1__00052	CP019717.1||4_partial_1	52
CP019717.1||4_partial_1__00053	CP019717.1||4_partial_1	53
CP019717.1||4_partial_1__00054	CP019717.1||4_partial_1	54
CP019717.1||4_partial_1__00055	CP019717.1||4_partial_1	55
CP019717.1||4_partial_1__00056	CP019717.1||4_partial_1	56
CP019717.1||4_partial_1__00057	CP019717.1||4_partial_1	57
CP019717.1||4_partial_1__00058	CP019717.1||4_partial_1	58
CP019717.1||4_partial_1__00059	CP019717.1||4_partial_1	59
CP019717.1||4_partial_1__00060	CP019717.1||4_partial_1	60
CP019717.1||4_partial_1__00061	CP019717.1||4_partial_1	61
CP019717.1||4_partial_1__00062	CP019717.1||4_partial_1	62
CP019717.1||4_partial_1__00063	CP019717.1||4_partial_1	63
CP019717.1||4_partial_1__00064	CP019717.1||4_partial_1	64
CP019717.1||4_partial_1__00065	CP019717.1||4_partial_1	65
CP019717.1||4_partial_1__00066	CP019717.1||4_partial_1	66
CP019717.1||4_partial_1__00067	CP019717.1||4_partial_1	67
CP019717.1||4_partial_1__00068	CP019717.1||4_partial_1	68
CP019717.1||4_partial_1__00069	CP019717.1||4_partial_1	69
CP019717.1||4_partial_1__00070	CP019717.1||4_partial_1	70
CP019717.1||4_partial_1__00071	CP019717.1||4_partial_1	71
CP019717.1||4_partial_1__00072	CP019717.1||4_partial_1	72
CP019717.1||5_partial_1__00001	CP019717.1||5_partial_1	1
CP019717.1||5_partial_1__00002	CP019717.1||5_partial_1	2
CP019717.1||5_partial_1__00003	CP019717.1||5_partial_1	3
CP019717.1||5_partial_1__00004	CP019717.1||5_partial_1	4
CP019717.1||5_partial_1__00005	CP019717.1||5_partial_1	5
CP019717.1||5_partial_1__00006	CP019717.1||5_partial_1	6
CP019717.1||5_partial_1__00007	CP019717.1||5_partial_1	7
CP019717.1||5_partial_1__00008	CP019717.1||5_partial_1	8
CP019717.1||5_partial_1__00009	CP019717.1||5_partial_1	9
CP019717.1||5_partial_1__00010	CP019717.1||5_partial_1	10
CP019717.1||5_partial_1__00011	CP019717.1||5_partial_1	11
CP019717.1||5_partial_1__00012	CP019717.1||5_partial_1	12
CP019717.1||5_partial_1__00013	CP019717.1||5_partial_1	13
CP019717.1||5_partial_1__00014	CP019717.1||5_partial_1	14
CP019717.1||5_partial_1__00015	CP019717.1||5_partial_1	15
CP019717.1||5_partial_1__00016	CP019717.1||5_partial_1	16
CP019717.1||5_partial_1__00017	CP019717.1||5_partial_1	17
CP019717.1||5_partial_1__00018	CP019717.1||5_partial_1	18
CP019717.1||5_partial_1__00019	CP019717.1||5_partial_1	19
CP019717.1||5_partial_1__00020	CP019717.1||5_partial_1	20
CP019717.1||5_partial_1__00021	CP019717.1||5_partial_1	21
CP019717.1||5_partial_1__00022	CP019717.1||5_partial_1	22
CP019717.1||5_partial_1__00023	CP019717.1||5_partial_1	23
CP019717.1||5_partial_1__00024	CP019717.1||5_partial_1	24
CP019717.1||5_partial_1__00025	CP019717.1||5_partial_1	25
CP019717.1||5_partial_1__00026	CP019717.1||5_partial_1	26
CP019717.1||5_partial_1__00027	CP019717.1||5_partial_1	27
CP019717.1||5_partial_1__00028	CP019717.1||5_partial_1	28
CP019717.1||5_partial_1__00029	CP019717.1||5_partial_1	29
CP019717.1||5_partial_1__00030	CP019717.1||5_partial_1	30
CP019717.1||5_partial_1__00031	CP019717.1||5_partial_1	31
CP019717.1||6_partial_1__00001	CP019717.1||6_partial_1	1
CP019717.1||6_partial_1__00002	CP019717.1||6_partial_1	2
CP019717.1||6_partial_1__00003	CP019717.1||6_partial_1	3
CP019717.1||6_partial_1__00004	CP019717.1||6_partial_1	4
CP019717.1||6_partial_1__00005	CP019717.1||6_partial_1	5
CP019717.1||6_partial_1__00006	CP019717.1||6_partial_1	6
CP019717.1||6_partial_1__00007	CP019717.1||6_partial_1	7
CP019717.1||6_partial_1__00008	CP019717.1||6_partial_1	8
CP019717.1||6_partial_1__00009	CP019717.1||6_partial_1	9
CP019717.1||6_partial_1__00010	CP019717.1||6_partial_1	10
CP019717.1||6_partial_1__00011	CP019717.1||6_partial_1	11
CP019717.1||6_partial_1__00012	CP019717.1||6_partial_1	12
CP019717.1||6_partial_1__00013	CP019717.1||6_partial_1	13
CP019717.1||6_partial_1__00014	CP019717.1||6_partial_1	14
CP019717.1||6_partial_1__00015	CP019717.1||6_partial_1	15
CP019717.1||6_partial_1__00016	CP019717.1||6_partial_1	16
CP019717.1||6_partial_1__00017	CP019717.1||6_partial_1	17
CP019717.1||6_partial_1__00018	CP019717.1||6_partial_1	18
CP019717.1||6_partial_1__00019	CP019717.1||6_partial_1	19
CP019717.1||6_partial_1__00020	CP019717.1||6_partial_1	20
CP019717.1||6_partial_1__00021	CP019717.1||6_partial_1	21
CP019717.1||6_partial_1__00022	CP019717.1||6_partial_1	22
CP019717.1||6_partial_1__00023	CP019717.1||6_partial_1	23
CP019717.1||6_partial_1__00024	CP019717.1||6_partial_1	24
CP019717.1||6_partial_1__00025	CP019717.1||6_partial_1	25
CP019717.1||6_partial_1__00026	CP019717.1||6_partial_1	26
CP019717.1||6_partial_1__00027	CP019717.1||6_partial_1	27
CP019717.1||6_partial_1__00028	CP019717.1||6_partial_1	28
CP019717.1||6_partial_1__00029	CP019717.1||6_partial_1	29
CP019718.1||full__00001	CP019718.1||full	1
CP019718.1||full__00002	CP019718.1||full	2
CP019718.1||full__00003	CP019718.1||full	3
CP019718.1||full__00004	CP019718.1||full	4
CP019718.1||full__00005	CP019718.1||full	5
CP019718.1||full__00006	CP019718.1||full	6
CP019718.1||full__00007	CP019718.1||full	7
CP019718.1||full__00008	CP019718.1||full	8
CP019718.1||full__00009	CP019718.1||full	9
CP019718.1||full__00010	CP019718.1||full	10
CP019718.1||full__00011	CP019718.1||full	11
CP019718.1||full__00012	CP019718.1||full	12
CP019718.1||full__00013	CP019718.1||full	13
CP019718.1||full__00014	CP019718.1||full	14
CP019718.1||full__00015	CP019718.1||full	15
CP019718.1||full__00016	CP019718.1||full	16
CP019718.1||full__00017	CP019718.1||full	17
CP019718.1||full__00018	CP019718.1||full	18
CP019718.1||full__00019	CP019718.1||full	19
CP019718.1||full__00020	CP019718.1||full	20
CP019718.1||full__00021	CP019718.1||full	21
CP019718.1||full__00022	CP019718.1||full	22
CP019718.1||full__00023	CP019718.1||full	23
CP019718.1||full__00024	CP019718.1||full	24
CP019718.1||full__00025	CP019718.1||full	25
CP019718.1||full__00026	CP019718.1||full	26
CP019718.1||full__00027	CP019718.1||full	27
CP019718.1||full__00028	CP019718.1||full	28
CP019718.1||full__00029	CP019718.1||full	29
CP019718.1||full__00030	CP019718.1||full	30
CP019718.1||full__00031	CP019718.1||full	31
CP019718.1||full__00032	CP019718.1||full	32
CP019718.1||full__00033	CP019718.1||full	33
CP019718.1||full__00034	CP019718.1||full	34
CP019718.1||full__00035	CP019718.1||full	35
CP019718.1||full__00036	CP019718.1||full	36
CP019718.1||full__00037	CP019718.1||full	37
CP019718.1||full__00038	CP019718.1||full	38
CP019718.1||full__00039	CP019718.1||full	39
CP019718.1||full__00040	CP019718.1||full	40
CP019718.1||full__00041	CP019718.1||full	41
CP019718.1||full__00042	CP019718.1||full	42
CP019718.1||full__00043	CP019718.1||full	43
CP019718.1||full__00044	CP019718.1||full	44
CP019718.1||full__00045	CP019718.1||full	45
CP019718.1||full__00046	CP019718.1||full	46
CP019718.1||full__00047	CP019718.1||full	47
CP019718.1||full__00048	CP019718.1||full	48
CP019718.1||full__00049	CP019718.1||full	49
CP019718.1||full__00050	CP019718.1||full	50
CP019718.1||full__00051	CP019718.1||full	51
CP019718.1||full__00052	CP019718.1||full	52
CP019718.1||full__00053	CP019718.1||full	53
CP019718.1||full__00054	CP019718.1||full	54
CP019718.1||full__00055	CP019718.1||full	55
CP019718.1||full__00056	CP019718.1||full	56
CP019718.1||full__00057	CP019718.1||full	57
CP019718.1||full__00058	CP019718.1||full	58
CP019718.1||full__00059	CP019718.1||full	59
CP019718.1||full__00060	CP019718.1||full	60
CP019718.1||full__00061	CP019718.1||full	61
CP019718.1||full__00062	CP019718.1||full	62
CP019718.1||full__00063	CP019718.1||full	63
CP019718.1||full__00064	CP019718.1||full	64
CP019718.1||full__00065	CP019718.1||full	65
CP019718.1||full__00066	CP019718.1||full	66
CP019718.1||full__00067	CP019718.1||full	67
CP019718.1||full__00068	CP019718.1||full	68
CP019718.1||full__00069	CP019718.1||full	69
CP019718.1||full__00070	CP019718.1||full	70
CP019718.1||full__00071	CP019718.1||full	71
CP019718.1||full__00072	CP019718.1||full	72
CP019718.1||full__00073	CP019718.1||full	73
CP019719.1||full_1__00001	CP019719.1||full_1	1
CP019719.1||full_1__00002	CP019719.1||full_1	2
CP019719.1||full_1__00003	CP019719.1||full_1	3
CP019719.1||full_1__00004	CP019719.1||full_1	4
CP019719.1||full_1__00005	CP019719.1||full_1	5
CP019719.1||full_1__00006	CP019719.1||full_1	6
CP019719.1||full_1__00007	CP019719.1||full_1	7
CP019719.1||full_1__00008	CP019719.1||full_1	8
CP019719.1||full_1__00009	CP019719.1||full_1	9
CP019719.1||full_1__00010	CP019719.1||full_1	10
CP019719.1||full_1__00011	CP019719.1||full_1	11
CP019719.1||full_1__00012	CP019719.1||full_1	12
CP019719.1||full_1__00013	CP019719.1||full_1	13
CP019719.1||full_1__00014	CP019719.1||full_1	14
CP019719.1||full_1__00015	CP019719.1||full_1	15
CP019719.1||full_1__00016	CP019719.1||full_1	16
CP019719.1||full_1__00017	CP019719.1||full_1	17
CP019719.1||full_1__00018	CP019719.1||full_1	18
CP019719.1||full_1__00019	CP019719.1||full_1	19
CP019719.1||full_1__00020	CP019719.1||full_1	20
CP019719.1||full_1__00021	CP019719.1||full_1	21
CP019719.1||full_1__00022	CP019719.1||full_1	22
CP019719.1||full_1__00023	CP019719.1||full_1	23
CP019719.1||full_1__00024	CP019719.1||full_1	24
CP019719.1||full_1__00025	CP019719.1||full_1	25
CP019719.1||full_1__00026	CP019719.1||full_1	26
CP019719.1||full_1__00027	CP019719.1||full_1	27
CP019719.1||full_1__00028	CP019719.1||full_1	28
CP019719.1||full_1__00029	CP019719.1||full_1	29
CP019719.1||full_1__00030	CP019719.1||full_1	30
CP019719.1||full_1__00031	CP019719.1||full_1	31
CP019719.1||full_1__00032	CP019719.1||full_1	32
CP019719.1||full_1__00033	CP019719.1||full_1	33
CP019719.1||full_1__00034	CP019719.1||full_1	34
CP019719.1||full_1__00035	CP019719.1||full_1	35
CP019719.1||full_1__00036	CP019719.1||full_1	36
CP019719.1||full_1__00037	CP019719.1||full_1	37
CP019719.1||full_1__00038	CP019719.1||full_1	38
CP019719.1||full_1__00039	CP019719.1||full_1	39
CP019719.1||full_1__00040	CP019719.1||full_1	40
CP019719.1||full_1__00041	CP019719.1||full_1	41
CP019719.1||full_1__00042	CP019719.1||full_1	42
CP019719.1||full_1__00043	CP019719.1||full_1	43
CP019719.1||full_1__00044	CP019719.1||full_1	44
CP019719.1||full_1__00045	CP019719.1||full_1	45
CP019719.1||full_1__00046	CP019719.1||full_1	46
CP019719.1||full_1__00047	CP019719.1||full_1	47
CP019719.1||full_1__00048	CP019719.1||full_1	48
CP019719.1||full_1__00049	CP019719.1||full_1	49
CP019719.1||full_1__00050	CP019719.1||full_1	50
CP019719.1||full_1__00051	CP019719.1||full_1	51
CP019719.1||full_1__00052	CP019719.1||full_1	52
CP019719.1||full_1__00053	CP019719.1||full_1	53
CP019719.1||full_1__00054	CP019719.1||full_1	54
CP019719.1||full_1__00055	CP019719.1||full_1	55
CP019719.1||full_1__00056	CP019719.1||full_1	56
CP019719.1||full_1__00057	CP019719.1||full_1	57
CP019719.1||full_1__00058	CP019719.1||full_1	58
CP019719.1||full_1__00059	CP019719.1||full_1	59
CP019719.1||full_1__00060	CP019719.1||full_1	60
CP019794.1||0_partial_1__00001	CP019794.1||0_partial_1	1
CP019794.1||0_partial_1__00002	CP019794.1||0_partial_1	2
CP019794.1||0_partial_1__00003	CP019794.1||0_partial_1	3
CP019794.1||0_partial_1__00004	CP019794.1||0_partial_1	4
CP019794.1||0_partial_1__00005	CP019794.1||0_partial_1	5
CP019794.1||0_partial_1__00006	CP019794.1||0_partial_1	6
CP019794.1||0_partial_1__00007	CP019794.1||0_partial_1	7
CP019794.1||0_partial_1__00008	CP019794.1||0_partial_1	8
CP019794.1||0_partial_1__00009	CP019794.1||0_partial_1	9
CP019794.1||0_partial_1__00010	CP019794.1||0_partial_1	10
CP019794.1||0_partial_1__00011	CP019794.1||0_partial_1	11
CP019794.1||0_partial_1__00012	CP019794.1||0_partial_1	12
CP019794.1||0_partial_1__00013	CP019794.1||0_partial_1	13
CP019794.1||0_partial_1__00014	CP019794.1||0_partial_1	14
CP019794.1||0_partial_1__00015	CP019794.1||0_partial_1	15
CP019794.1||0_partial_1__00016	CP019794.1||0_partial_1	16
CP019794.1||0_partial_1__00017	CP019794.1||0_partial_1	17
CP019794.1||0_partial_1__00018	CP019794.1||0_partial_1	18
CP019794.1||0_partial_1__00019	CP019794.1||0_partial_1	19
CP019794.1||0_partial_1__00020	CP019794.1||0_partial_1	20
CP019794.1||0_partial_1__00021	CP019794.1||0_partial_1	21
CP019794.1||0_partial_1__00022	CP019794.1||0_partial_1	22
CP019794.1||0_partial_1__00023	CP019794.1||0_partial_1	23
CP019794.1||0_partial_1__00024	CP019794.1||0_partial_1	24
CP019794.1||0_partial_1__00025	CP019794.1||0_partial_1	25
CP019794.1||0_partial_1__00026	CP019794.1||0_partial_1	26
CP019794.1||0_partial_1__00027	CP019794.1||0_partial_1	27
CP019794.1||0_partial_1__00028	CP019794.1||0_partial_1	28
CP019794.1||0_partial_1__00029	CP019794.1||0_partial_1	29
CP019794.1||0_partial_1__00030	CP019794.1||0_partial_1	30
CP019794.1||0_partial_1__00031	CP019794.1||0_partial_1	31
CP019794.1||0_partial_1__00032	CP019794.1||0_partial_1	32
CP019794.1||0_partial_1__00033	CP019794.1||0_partial_1	33
CP019794.1||0_partial_1__00034	CP019794.1||0_partial_1	34
CP019794.1||0_partial_1__00035	CP019794.1||0_partial_1	35
CP019794.1||0_partial_1__00036	CP019794.1||0_partial_1	36
CP019794.1||0_partial_1__00037	CP019794.1||0_partial_1	37
CP019794.1||0_partial_1__00038	CP019794.1||0_partial_1	38
CP019794.1||0_partial_1__00039	CP019794.1||0_partial_1	39
CP019794.1||0_partial_1__00040	CP019794.1||0_partial_1	40
CP019794.1||0_partial_1__00041	CP019794.1||0_partial_1	41
CP019794.1||0_partial_1__00042	CP019794.1||0_partial_1	42
CP019794.1||0_partial_1__00043	CP019794.1||0_partial_1	43
CP019794.1||0_partial_1__00044	CP019794.1||0_partial_1	44
CP019794.1||0_partial_1__00045	CP019794.1||0_partial_1	45
CP019794.1||0_partial_1__00046	CP019794.1||0_partial_1	46
CP019794.1||0_partial_1__00047	CP019794.1||0_partial_1	47
CP019794.1||0_partial_1__00048	CP019794.1||0_partial_1	48
CP019794.1||0_partial_1__00049	CP019794.1||0_partial_1	49
CP019794.1||0_partial_1__00050	CP019794.1||0_partial_1	50
CP019794.1||0_partial_1__00051	CP019794.1||0_partial_1	51
CP019794.1||0_partial_1__00052	CP019794.1||0_partial_1	52
CP019794.1||0_partial_1__00053	CP019794.1||0_partial_1	53
CP019794.1||0_partial_1__00054	CP019794.1||0_partial_1	54
CP019794.1||0_partial_1__00055	CP019794.1||0_partial_1	55
CP019794.1||0_partial_1__00056	CP019794.1||0_partial_1	56
CP019794.1||0_partial_1__00057	CP019794.1||0_partial_1	57
CP019794.1||0_partial_1__00058	CP019794.1||0_partial_1	58
CP019794.1||0_partial_1__00059	CP019794.1||0_partial_1	59
CP019794.1||0_partial_1__00060	CP019794.1||0_partial_1	60
